90428	Jabber jabberserver hotmail Provider username user login usernames Character action	Bug Jabber Provider Character allowed Jabber login names
250717	IResourceID IResource IResource core URI api mailing dev eclipse Bug mhonarc	Bug api add IResourceID IResource
254833	jslp SLP Bundle Discovery eclipse org BundleContext Bundle Context system service consumer	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService IServiceID IService hostname Discovery JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNS JMDNSDiscovery registerService register Service getServiceName Service Fall	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service IServiceID IService service discovery Discovery SLP Service IService fall fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Discovery JMDNSDiscovery Info exchanges Service priority JMDNSDiscoveryContainer JMDNSDiscovery Container jmdns Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService IServiceInfo IService Info Info Discovery SecurityException Security Exception SLP doesn Security eclipse	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error NPEs status code SDK update Eclipse EMF Created log	NPE status code
259233	URI Discovery discovery path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	SLP Discovery func aid Bug case scope tracker sourceforge lookup	Bug Discovery SLP lookup scope case insensitive
265551	resource Pause pause tests entire Http PAUSE transfer paused HttpClient Http Client	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs Discovery JmDNS DNS service authority servicetypes naming default Type IServiceTypeID IService Type	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	adapter server generic class IRemoteServiceContainerAdapter IRemote Service Container Adapter support Generic Container supporrt GenericServerContainer Generic Server Container	Bug server supporrt remoteservice container adapter generic server
270332	patch called problems docshare meaning attachment fixed ECF group DocShares Doc Shares	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation LogService Log Service StringBuffer String Buffer Log parameter details String message invokes misses	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer class Code bug Extension osgi ExtensionPoint Extension Point service point Wojciech	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv SLP messages version jSLP SLP Discovery Bug discard versions formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags jSLP SLP Discovery bad Bug attribute HTAB Test SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	java Service exception osgi Impl remotesrvs NoSuchMethodException Method Exception Method inheritance org	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests API DNS DiscoveryTestsWithoutRegister Discovery Tests Register suite checks Bug Add	Bug Discovery DNS Add API checks null test suite
316595	service Discovery Defer test retrieval Bug retrieving unit instances lazily	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery Property IService Bug allowed property IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service OSGi rosgi method foo Smart IFoo rosgiFoo rosgi Foo proxy Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	zookeeper location discovery solution dev bug port mailing URI problem	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory factory RemoteCallFactory Remote Call Factory Factory Call Remote IRemote RestCallFactory Rest Call Factory remoteservice Bug	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote Service idFilter Filter parameter String References simplify	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status org core eclipse ecf exception Status Throwable status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery CompositeDiscoveryContainer Composite Discovery Container Composite Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery advertisers eclipse ecf provider	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery discovery Service hostnames ServiceResource Service Resource broken hostname Inet Listener resilient	Bug Discovery resilient broken hostnames
329054	Discovery Container provider discovery Composite ecf IConnectContext IConnect Context IConnect containers connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Composite CompositeDiscoveryContainer Composite Discovery Container Container Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container Bundle startup Zookeeper Slow ZooDiscovery Zoo Discovery BundleActivator Bundle Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service endpoint remoteserviceadmin osgi service devsosgi ecf container services ERROR	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker EndpointDescription Endpoint Description osgi remoteserviceadmin propsA props property props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service status restCall rest Call HTTP service IRemote invokeRemoteCall invoke Remote Call Call Factory RestClientService Rest Client Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties private someProperty Property TCK Property foo intent Bug exports	Bug TCK RSA exports private properties
342782	TCK RSA properties set bundle event events Bug symbolicname version	Bug TCK RSA events set properties incorrectly
369023	Trace org ecf eclipse tracing pluginId plugin NullPointerException Null Pointer Exception ECF printStackTrace print Stack Trace git	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service watchmanager Zoodiscovery unpublish annoying Bug thrown unpublishing needed	Bug Zoodiscovery NPE unpublishing service
406064	client Discovery percentage server high Zoo zookeeper ZooDiscovery Zoo Discovery Bug zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice client content Client encoding IRemoteCallable IRemote Callable ignores Rest org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service RemoteServiceAdmin Remote Service Admin Service configs import error matching Bug Remote robust	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE String Impl ethz OSGi impl Channel Topics ChannelEndpointImpl Channel Endpoint Impl osgi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi service Message NPE ethz handleMessage handle Message Remote Bug iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org discovery Listener listener register eclipse ecf Discovery Service internal	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zookeeper Zoodiscovery connection client connect case application services event disconnect	Bug Discovery Zookeeper Auto reconnect issue
471541	tests ClassCastException Class Cast Exception JUnit problem test service remote JVM attachment unit	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf org Discovery eclipse distribution discovery remove Bug Composite dev	Bug remove code org eclipse ecf provider discovery
