90428	Jabber jabberserver hotmail login ECF username disables usernames user Character	Bug Jabber Provider Character allowed Jabber login names
221053	packet XMPPContainer null Message XMPPContainerPresenceHelper XMPPContainer Presence Helper message server form Server Presence	Bug message XMPP Server displayed
222824	port Google XMPP gmail talk user work doesn default Talk	Bug XMPP doesn work port Google Talk Host
222868	MSN password mail connection entered Steps button Open wizard Bug	Bug MSN mail password entered Finish button clicked
233808	IService Service Test IDIService Listener Discovery DiscoveryTest Discovery Test test testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener discovery	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	CPU MSN bug bit Eclipse usage seconds sun report increases	Bug MSN CPU usage increases connecting
242950	IRCChannel IRCChannelContainer IRCChannel Container targetID target timeouts Container disconnect Timeout NPE target plugin	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI mailing dev html eclipse mhonarc org	Bug api add IResourceID IResource
254833	jslp Bundle BundleContext Bundle Context slp SLP system service consumer Activator Advertiser	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService registerService register Service JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery getServiceName Service IServiceInfo IService Info jmdns hostname Service	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service Service service IServiceID IService discovery Discovery IService fall SLP fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info jmdns IService Service Info Container container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService IServiceInfo IService Info jslp SecurityException Security Exception Info eclipse IService Security java	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error NPEs update Eclipse log code SDK Update number dialogs	NPE status code
259233	discovery Discovery URI path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func SLP atid tracker Discovery aid scope sourceforge lookup Bug	Bug Discovery SLP lookup scope case insensitive
265551	URLRetrievePauseResumeTest URLRetrieve Pause Resume Test Http tests URLRetrieve resource Pause transfer HttpClient Http Client pause TIME	Bug pause reads entire resource HttpClient provider Http Client
266120	servicetypes getServiceTypeIDs Service Type IDs IServiceTypeID IService Type Service service Type IService Discovery authority JmDNS DNS	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	adapter server Generic Server support Adapter IRemoteServiceContainerAdapter IRemote Service Container Adapter class generic Service	Bug server supporrt remoteservice container adapter generic server
270332	patch called docshare attachment problems meaning Doc subject fixed Created	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer Log String implementation LogService Log Service logging Service details parameter message	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point Extension Code class bug Points Point service point	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv version jSLP SLP messages Discovery versions formats discard Bug	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags SLP jSLP SLP attribute bad HTAB Discovery Bug Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Service ServiceURL Service URL exception Impl remotesrvs Advertiser java Method Remote inheritance	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery DiscoveryTestsWithoutRegister Discovery Tests Register API DNS checks Register Add suite	Bug Discovery DNS Add API checks null test suite
316595	service test Discovery request retrieving instances lazily unit retrieval Bug	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IService IServiceProperty IService Property Property property Discovery Bug allowed	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service rosgi Service rosgiFoo rosgi Foo foo method IFoo OSGi Smart SmartProxyService Smart Proxy Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem bug mailing solution dev html location zookeeper interest mhonarc	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Factory IRemoteCallFactory IRemote Call Factory rest Remote IRemote RestCallFactory Rest Call Factory remoteservice Call	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation idFilter Filter Service Remote String parameter simplified incorrect	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception Status checkForSerializable check Serializable Throwable org Exception core STATUS	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Discovery CompositeDiscoveryContainer Composite Discovery Container discovery Instance createInstance create Instance ContainerTypeDescription Container Type Description eclipse	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname Discovery Address ServiceResource Service Resource ecf Service discovery resource Inet Listener	Bug Discovery resilient broken hostnames
329054	Container provider IConnect IConnectContext IConnect Context Composite Discovery connect containers discovery CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Discovery Composite Container Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container startup Discovery BundleActivator Bundle Activator Bundle Zookeeper start Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint devsosgi Service osgi service RemoteServiceContainer Remote Service Container ecf ERROR Container remoteserviceadmin	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service ecf Endpoint EndpointDescription Endpoint Description osgi propsA props property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote restCall rest Call Service containerFactory container Factory adapter Call registration service requestType request Type request	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property properties RSA Property foo private intent service TCK exports	Bug TCK RSA exports private properties
342782	TCK RSA bundle event set properties symbolicname events Bug incorrectly	Bug TCK RSA events set properties incorrectly
369023	Trace pluginId plugin eclipse method java printStackTrace print Stack Trace org git option throwable	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service watchmanager unpublish Harmless Zoodiscovery needed Bug annoying thrown	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper percentage Discovery Zoo ZooDiscovery Zoo Discovery zoodiscovery high CPU	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice UTF encoding Rest consumer client content IRemote IRemoteCallable IRemote Callable	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service error configs Service imported RemoteServiceAdmin Remote Service Admin matching registration Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl Topics Endpoint OSGi update NPE ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics Channel String	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi service SERVICE Impl handleMessage handle Message Message RemoteOSGiMessage Remote OSGi Message impl osgi NPE	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener Discovery discovery DiscoveryServiceListener Discovery Service Listener Service register IService type org	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper disconnect client Timeout ClientCnxn Client Cnxn case Thread application	Bug Discovery Zookeeper Auto reconnect issue
471541	tests test ClassCastException Class Cast Exception JUnit server problem service JVM unit forums	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery Composite ecf discovery org distribution CompositeDiscoveryContainer Composite Discovery Container eclipse dev empty	Bug remove code org eclipse ecf provider discovery
