90428	Jabber jabberserver hotmail username disables Character Provider Join usernames login	Bug Jabber Provider Character allowed Jabber login names
328999	Discovery discovery Service ServiceResource Service Resource broken ecf resilient hostnames resource Listener	Bug Discovery resilient broken hostnames
329054	Discovery discovery Container connect IConnect provider IConnectContext IConnect Context Composite containers providers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Container Composite Containers CompositeDiscoveryContainer Composite Discovery Container misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Discovery Zookeeper ZooDiscovery Zoo Discovery Bundle Slow asynchronously startup Bug	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint remoteserviceadmin osgi devsosgi Service ServiceProperties Service Properties service ecf EndpointDescription Endpoint Description Endpoint	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service ecf Endpoint proxy EndpointDescription Endpoint Description remoteserviceadmin classloader	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	invokeRemoteCall invoke Remote Call restCall rest Call remote HttpPutRequestType Http Request Type Service Call IRemoteService IRemote Service HTTP RestClientService Rest Client Service invoke	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties someProperty Property RSA private Property TCK service Bug exports exported	Bug TCK RSA exports private properties
342782	TCK RSA set event Bug bundle properties events incorrectly symbolicname	Bug TCK RSA events set properties incorrectly
369023	tracing Trace eclipse pluginId plugin ecf org throwable NullPointerException Null Pointer Exception ECF printStackTrace print Stack Trace	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Zoodiscovery annoying Bug thrown needed unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client high ZooDiscovery Zoo Discovery Discovery zookeeper percentage Zoo Bug zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client Rest remoteservice content encoding Client ignores IRemoteCallable IRemote Callable IRemoteCall IRemote Call	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service RemoteServiceAdmin Remote Service Admin matching configs imported Service robust find Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl Topics OSGi impl NPE String osgi topics ChannelEndpointImpl Channel Endpoint Impl iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Impl Message impl osgi NPE ethz iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	listener Listener discovery Discovery org IService eclipse ecf type internal	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper client reconnects connect server disconnect Connect closes	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception tests JUnit remote server test problem Class service attachment	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf discovery org remove eclipse code empty existing replace	Bug remove code org eclipse ecf provider discovery
