90428	user Jabber button hotmail Character action Provider group login Join	Bug Jabber Provider Character allowed Jabber login names
327379	Remote RemoteCallFactory Remote Call Factory Factory Call IRemoteCallFactory IRemote Call Factory factory RestCallFactory Rest Call Factory remoteservice IRemote rest	Bug IRemoteCallFactory IRemote Call Factory
327582	implementation Service getRemoteServiceReferences Remote Service References Remote Filter osgi idFilter Filter References unnecessary simplified	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	core Status status eclipse SerializableStatus Serializable Status org Serializable exception Exception STATUS	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Container Composite discovery CompositeDiscoveryContainer Composite Discovery Container Type Instance Instantiator provider CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service discovery hostname hostnames Address broken org URI services	Bug Discovery resilient broken hostnames
329054	Container Discovery provider discovery org Composite connect containers IConnect providers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery Container Composite DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Containers misses Bug instantiation	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery Zoo Container startup Zookeeper Activator ZooDiscoveryContainer Zoo Discovery Container ZooDiscovery Zoo Discovery Bundle Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint services devsosgi Container osgi ERROR container object	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service registration props class ecf Endpoint osgi property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service status Call service Remote IRemote Factory HTTP remote restCall rest Call	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	private properties RSA exported Property service someProperty Property intent foo Bug	Bug TCK RSA exports private properties
342782	TCK set properties RSA events Bug bundle event spec version	Bug TCK RSA events set properties incorrectly
369023	Trace org eclipse core framework util method java tracing String	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service NPE Harmless annoying needed thrown Zoodiscovery Bug watchmanager unpublish	Bug Zoodiscovery NPE unpublishing service
406064	client server Discovery CPU Zoo high percentage zookeeper Bug cpu	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service content client Service Client Type org encoding Method user	Bug RestClientService ignores content encoding Rest Client Service
414448	Service importService import Service RemoteServiceAdmin Remote Service Admin imported Remote Admin matching configs error registration	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE Channel Impl ethz impl Endpoint topicsAdded topics update OSGi Topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi Message service NPE Remote Channel MODIFIED ethz Bug	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org discovery Service eclipse Listener Discovery type listener ecf DiscoveryServiceListener Discovery Service Listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zookeeper client Zoodiscovery services connect Thread disconnect event closes	Bug Discovery Zookeeper Auto reconnect issue
471541	tests service problem ClassCastException Class Cast Exception remote Class JUnit Exception trace test	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	org eclipse ecf Discovery discovery provider dev distribution obsolete Container	Bug remove code org eclipse ecf provider discovery
