90428	user button hotmail Jabber Finish group action Join usernames jabberserver	Bug Jabber Provider Character allowed Jabber login names
331740	Discovery CompositeDiscoveryContainer Composite Discovery Container Composite DiscoveryContainers Discovery Containers Container Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery Zoo startup ZooDiscoveryContainer Zoo Discovery Container Container Zookeeper Bundle Activator timeout Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint devsosgi Container ERROR container services configs osgi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service props ecf osgi class property propsA props Endpoint	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service Call IRemote status Factory Remote restCall rest Call remote request	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties private RSA service someProperty Property foo Property exported intent Dotted	Bug TCK RSA exports private properties
342782	set TCK properties bundle events RSA event Bug version symbolicname	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse org String framework method pluginId plugin util core git	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service needed NPE Harmless annoying Zoodiscovery thrown watchmanager unpublish Bug	Bug Zoodiscovery NPE unpublishing service
406064	client server Discovery CPU Zoo percentage zookeeper high processes cpu	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	Service client RestClientService Rest Client Service content Client Type org Http Method creation	Bug RestClientService ignores content encoding Rest Client Service
414448	Service importService import Service error Remote configs imported matching Admin RemoteServiceAdmin Remote Service Admin import	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Channel NPE Impl update Topics Endpoint impl ethz topicsAdded topics String	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE service Message MODIFIED OSGi NPE Channel Remote Impl impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Service org Listener discovery listener Discovery eclipse type register IService	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection client Zoodiscovery Zookeeper services disconnect closes case connect event	Bug Discovery Zookeeper Auto reconnect issue
471541	tests service problem ClassCastException Class Cast Exception remote test trace unit failing Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	org Discovery ecf distribution eclipse discovery provider dev Composite existing	Bug remove code org eclipse ecf provider discovery
