90428	Jabber jabberserver hotmail login ECF username disables usernames user Character	Bug Jabber Provider Character allowed Jabber login names
371768	NPE service watchmanager unpublish Harmless Zoodiscovery needed Bug annoying thrown	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper percentage Discovery Zoo ZooDiscovery Zoo Discovery zoodiscovery high CPU	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client remoteservice Client Rest content org Service IRemoteCallable IRemote Callable IRemote	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service error configs Service imported RemoteServiceAdmin Remote Service Admin matching registration Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl Topics OSGi impl NPE Channel String topics ethz ChannelEndpointImpl Channel Endpoint Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi service SERVICE Impl Message impl osgi NPE handleMessage handle Message ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener Discovery discovery Service IService register type org ecf	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper client reconnects ClientCnxn Client Cnxn case application disconnect connect	Bug Discovery Zookeeper Auto reconnect issue
471541	tests test ClassCastException Class Cast Exception JUnit server problem service JVM unit forums	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf discovery org distribution eclipse Composite dev empty existing	Bug remove code org eclipse ecf provider discovery
