90428	Jabber jabberserver hotmail username disables Character Provider Join usernames login	Bug Jabber Provider Character allowed Jabber login names
302407	remotesrvs Service osgi ServiceURL Service URL remote Advertiser method NoSuchMethodException Method Exception invocation exception	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery DiscoveryTestsWithoutRegister Discovery Tests Register suite DNS Add API checks Bug	Bug Discovery DNS Add API checks null test suite
316595	service Discovery test retrieving request lazily unit instances Defer retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IServiceProperty IService Property IService Discovery allowed Bug Property property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service Service rosgi IFoo foo rosgiFoo rosgi Foo OSGi method Smart proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem zookeeper mailing bug discovery location solution dev URI include	Bug discovery zookeeper location URI include port
327379	factory RemoteCallFactory Remote Call Factory IRemoteCallFactory IRemote Call Factory Factory Call rest IRemote Remote RestCallFactory Rest Call Factory Rest	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote String Service simplified parameter incorrect idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable exception SerializableStatus Serializable Status Status org checkForSerializable check Serializable ecf eclipse Exception status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Discovery Container CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator advertisers discovery Instance ContainerTypeDescription Container Type Description createInstance create Instance	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery hostname Address Service broken discovery ecf resilient ServiceResource Service Resource resource	Bug Discovery resilient broken hostnames
329054	Composite Discovery Container discovery connect IConnect provider IConnectContext IConnect Context containers CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Discovery Composite Container Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container ZooDiscovery Zoo Discovery Zookeeper startup Bundle BundleActivator Bundle Activator start Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint osgi remoteserviceadmin Service devsosgi ecf service RemoteServiceContainer Remote Service Container EndpointDescription Endpoint Description Endpoint	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service ecf proxy Endpoint registerService register Service EndpointDescription Endpoint Description remoteserviceadmin	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote restCall rest Call Service invokeRemoteCall invoke Remote Call remote IRemoteService IRemote Service HTTP requestType request Type RestClientService Rest Client Service status	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties someProperty Property RSA private Property TCK service Bug exports exported	Bug TCK RSA exports private properties
342782	TCK RSA set event Bug bundle properties events incorrectly symbolicname	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse tracing org pluginId plugin NullPointerException Null Pointer Exception throwable printStackTrace print Stack Trace ecf java	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Zoodiscovery annoying Bug thrown needed unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client high ZooDiscovery Zoo Discovery Discovery zookeeper percentage Zoo Bug zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service encoding remoteservice Rest UTF client content IRemoteCallable IRemote Callable ignores consumer	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import matching RemoteServiceAdmin Remote Service Admin configs Service imported robust find Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi Topics update updateTopics update Topics ChannelEndpointImpl Channel Endpoint Impl NPE Impl String Endpoint osgi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Impl Message osgi impl handleMessage handle Message RemoteOSGiMessage Remote OSGi Message NPE	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener discovery Discovery org listener Listener eclipse IService ecf type	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper disconnect client connect Timeout server Bug closes	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception tests JUnit remote server test problem Class service attachment	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery Composite ecf discovery org remove CompositeDiscoveryContainer Composite Discovery Container code eclipse empty	Bug remove code org eclipse ecf provider discovery
