90428	hotmail Jabber jabberserver user Character Provider org button login action	Bug Jabber Provider Character allowed Jabber login names
337643	Service service ServiceA Service Endpoint EndpointDescription Endpoint Description Exception Context ServiceATracker Service ATracker osgi remoteserviceadmin	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service Call restCall rest Call status IRemote request requestType request Type IRemoteServiceRegistration IRemote Service Registration remote	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	private RSA properties Property someProperty Property intent exported Bug TCK foo	Bug TCK RSA exports private properties
342782	TCK RSA Bug bundle properties event events set incorrectly version	Bug TCK RSA events set properties incorrectly
369023	Trace core java org tracing printStackTrace print Stack Trace plugin method framework pluginId plugin	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service needed Harmless Bug annoying Zoodiscovery watchmanager thrown unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server Discovery client processes CPU percentage Zoo zookeeper ZooDiscovery Zoo Discovery Bug	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client content Service Client org Http encoding Method remoteservice	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service RemoteServiceAdmin Remote Service Admin Service import Admin configs Bug registration error imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics OSGi Channel Endpoint ethz Impl String update	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi service Message NPE Channel handleMessage handle Message RemoteOSGiMessage Remote OSGi Message instance Remote	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	discovery Service Discovery DiscoveryServiceListener Discovery Service Listener org Listener listener eclipse ecf type	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zookeeper Zoodiscovery application client services server Connect ClientCnxn Client Cnxn Thread	Bug Discovery Zookeeper Auto reconnect issue
471541	tests service problem Class JUnit Exception ClassCastException Class Cast Exception failing forums remote	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	eclipse Discovery discovery provider org removing ecf Bug dev CompositeDiscoveryContainer Composite Discovery Container	Bug remove code org eclipse ecf provider discovery
