90428	Jabber hotmail Provider Character login jabberserver ECF disables button user	Bug Jabber Provider Character allowed Jabber login names
233808	Discovery Test Listener discovery SLP IService provider test ecf tests	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	CPU MSN usage Eclipse bit seconds increases Bug bug sun	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container Container IRCChannel NPE targetID target Timeout disconnect plugin timeouts irc	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource core URI api mailing dev eclipse Bug mhonarc	Bug api add IResourceID IResource
254833	SLP jslp Bundle Discovery eclipse org BundleContext Bundle Context system service consumer	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService IServiceID IService hostname getServiceName Service Discovery JMDNS JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery registerService register Service container	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service Discovery discovery IServiceID IService service SLP IService Service fall fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS IServiceInfo IService Info Discovery JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container Service Info Container exchanges IService	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info IServiceInfo IService Info JSLPService Info Discovery SecurityException Security Exception SLP doesn jslp Security	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error code Eclipse log status NPE Created SDK dialogs Install	NPE status code
259233	Discovery discovery path URI JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	SLP Discovery Bug lookup scope sourceforge func case aid tracker	Bug Discovery SLP lookup scope case insensitive
265551	entire resource pause Pause Http tests provider Test URLRetrievePauseResumeTest URLRetrieve Pause Resume Test transfer	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs Discovery JmDNS DNS servicetypes IServiceTypeID IService Type service authority naming default Type	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server adapter class IRemoteServiceContainerAdapter IRemote Service Container Adapter support Server Generic Container generic supporrt	Bug server supporrt remoteservice container adapter generic server
270332	called patch attachment meaning DocShares Doc Shares Generic Doc group problems subject	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation Log LogService Log Service logging details String misses Service Bug StringBuffer String Buffer	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point class Extension bug Code osgi comment service point	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv SLP messages version jSLP SLP Discovery Bug discard versions formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	jSLP SLP parser Discovery tags Bug SLP bad attribute HTAB Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote osgi remotesrvs exception Impl Service remote java Method Advertiser	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery API DNS Tests DiscoveryTestsWithoutRegister Discovery Tests Register suite checks Bug Add	Bug Discovery DNS Add API checks null test suite
316595	Discovery service Defer Bug request unit retrieval instances test retrieving	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IService Discovery Bug allowed IServiceProperty IService Property property Property	Bug Discovery Whitespaces allowed property
327029	foo IFooService IFoo Service OSGi method rosgi Smart IFoo proxy Service Proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	location discovery zookeeper dev solution mailing problem bug Bug port	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory factory RemoteCallFactory Remote Call Factory Factory IRemote Call Remote rest remoteservice Bug	Bug IRemoteCallFactory IRemote Call Factory
327582	implementation getRemoteServiceReferences Remote Service References osgi Remote Service idFilter Filter String simplified parameter incorrect	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status org Status exception core eclipse ecf Throwable status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Composite Container CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery advertisers eclipse ecf provider	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service ServiceResource Service Resource ecf discovery resource broken hostnames Inet Listener	Bug Discovery resilient broken hostnames
329054	Container provider Discovery discovery connect Composite ecf containers IConnect IConnectContext IConnect Context	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery Container Composite CompositeDiscoveryContainer Composite Discovery Container Containers DiscoveryContainers Discovery Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery Zookeeper ZooDiscovery Zoo Discovery Bundle startup ZooDiscoveryContainer Zoo Discovery Container Slow BundleActivator Bundle Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	osgi devsosgi endpoint Service ecf service Container remoteserviceadmin container services	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf service ServiceATracker Service ATracker Endpoint ServiceA Service osgi remoteserviceadmin propsA props property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	status Service Call containerFactory container Factory HTTP adapter registration service remote restCall rest Call	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA someProperty Property properties private TCK foo intent Property Bug exports	Bug TCK RSA exports private properties
342782	RSA TCK set bundle properties Bug events event symbolicname incorrectly	Bug TCK RSA events set properties incorrectly
369023	Trace tracing pluginId plugin org NullPointerException Null Pointer Exception ecf throwable git option eclipse	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service watchmanager Zoodiscovery Bug annoying unpublish needed unpublishing Harmless	Bug Zoodiscovery NPE unpublishing service
406064	client Discovery percentage server zookeeper Zoo ZooDiscovery Zoo Discovery high Bug CPU	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client content remoteservice Client Rest IRemoteCallable IRemote Callable encoding ignores org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service Service configs RemoteServiceAdmin Remote Service Admin import error matching Bug Remote robust	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi NPE Impl String ethz Channel impl Topics osgi Endpoint	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE Message service NPE Impl impl ethz osgi handleMessage handle Message	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org listener Listener register eclipse discovery ecf Service IService type	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zookeeper Zoodiscovery client case application ClientCnxn Client Cnxn server connect services	Bug Discovery Zookeeper Auto reconnect issue
471541	tests problem ClassCastException Class Cast Exception service JUnit server remote JVM attachment test	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf org Discovery distribution remove eclipse discovery Bug Composite dev	Bug remove code org eclipse ecf provider discovery
