90428	Jabber jabberserver hotmail Provider username user login usernames Character action	Bug Jabber Provider Character allowed Jabber login names
255347	IServiceID IService getServiceName Service service discovery Discovery SLP Service IService fall fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Discovery Info JMDNSDiscovery exchanges Service priority jmdns JMDNSDiscoveryContainer JMDNSDiscovery Container Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService Info Discovery IServiceInfo IService Info SecurityException Security Exception SLP jslp doesn IService	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error status SDK code Framework NPEs Eclipse EMF Created log	NPE status code
259233	URI Discovery discovery path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	SLP Discovery func aid Bug case scope tracker sourceforge lookup	Bug Discovery SLP lookup scope case insensitive
265551	pause resource tests entire URLRetrievePauseResumeTest URLRetrieve Pause Resume Test Http Pause transfer HttpClient Http Client provider	Bug pause reads entire resource HttpClient provider Http Client
266120	Discovery getServiceTypeIDs Service Type IDs servicetypes JmDNS DNS service authority naming default Type Service	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server adapter IRemoteServiceContainerAdapter IRemote Service Container Adapter generic class support GenericServerContainer Generic Server Container Generic IRemote Server	Bug server supporrt remoteservice container adapter generic server
270332	patch called problems docshare meaning attachment fixed ECF group DocShares Doc Shares	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation LogService Log Service String StringBuffer String Buffer Log details misses logging Service Bug	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer bug class Code Extension osgi ExtensionPoint Extension Point service point Wojciech	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv SLP messages version jSLP SLP Discovery Bug discard versions formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags jSLP SLP Discovery bad Bug attribute HTAB Test SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	Service osgi exception Impl java remotesrvs ServiceURL Service URL Method inheritance org	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests API DNS DiscoveryTestsWithoutRegister Discovery Tests Register suite checks Bug Add	Bug Discovery DNS Add API checks null test suite
316595	service Discovery Defer retrieval Bug lazily unit test retrieving request	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery Property IService Bug allowed property IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service OSGi rosgi method Proxy foo Smart Service SmartProxyService Smart Proxy Service IFoo	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	zookeeper location bug discovery dev solution mailing problem port Bug	Bug discovery zookeeper location URI include port
327379	Remote IRemoteCallFactory IRemote Call Factory RemoteCallFactory Remote Call Factory factory Factory Call IRemote remoteservice Bug RemoteCalls Remote Calls	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote idFilter Filter Service String incorrect parameter unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status org core eclipse ecf Status Throwable exception status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Discovery CompositeDiscoveryContainer Composite Discovery Container Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery advertisers eclipse ecf provider	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service hostname discovery broken Address ServiceResource Service Resource getInetAddress Inet Address hostnames Inet	Bug Discovery resilient broken hostnames
329054	Container Discovery Composite provider discovery connect IConnect ecf CompositeDiscoveryContainer Composite Discovery Container containers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery CompositeDiscoveryContainer Composite Discovery Container Composite DiscoveryContainers Discovery Containers Container Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container Bundle startup Zookeeper Slow ZooDiscovery Zoo Discovery BundleActivator Bundle Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint osgi devsosgi remoteserviceadmin ecf services ERROR container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi remoteserviceadmin propsA props property props ecf	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service status service HTTP restCall rest Call IRemote Call invokeRemoteCall invoke Remote Call Factory RestClientService Rest Client Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties private someProperty Property TCK Property foo intent Bug exports	Bug TCK RSA exports private properties
342782	TCK RSA properties set bundle event events Bug symbolicname version	Bug TCK RSA events set properties incorrectly
369023	Trace org eclipse NullPointerException Null Pointer Exception tracing ecf printStackTrace print Stack Trace git pluginId plugin option	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE annoying service Zoodiscovery watchmanager unpublish Bug Harmless unpublishing needed	Bug Zoodiscovery NPE unpublishing service
406064	client Discovery percentage server high Zoo zookeeper ZooDiscovery Zoo Discovery Bug zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service encoding client content remoteservice UTF Service Client IRemoteCallable IRemote Callable ignores	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service Service configs RemoteServiceAdmin Remote Service Admin error import matching Bug Remote robust	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE String Channel OSGi ChannelEndpointImpl Channel Endpoint Impl ethz Endpoint updateTopics update Topics Impl update	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi service Message NPE ethz handleMessage handle Message Remote Bug iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org discovery Listener listener register eclipse ecf DiscoveryServiceListener Discovery Service Listener Service Discovery	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zookeeper Zoodiscovery connection client case connect application services disconnect event	Bug Discovery Zookeeper Auto reconnect issue
471541	tests JUnit problem ClassCastException Class Cast Exception service remote JVM attachment test unit	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf org eclipse Discovery dev distribution remove discovery provider removing	Bug remove code org eclipse ecf provider discovery
