90428	Jabber jabberserver hotmail Provider Character login ECF username disables usernames	Bug Jabber Provider Character allowed Jabber login names
255352	JMDNS JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info jmdns Discovery IService Service Info Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService IServiceInfo IService Info jslp Info Discovery SecurityException Security Exception SLP doesn eclipse	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error code NPEs update Eclipse log status NPE SDK Created	NPE status code
259233	discovery Discovery URI path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	SLP Discovery func Bug lookup scope atid tracker aid sourceforge	Bug Discovery SLP lookup scope case insensitive
265551	URLRetrievePauseResumeTest URLRetrieve Pause Resume Test Http pause resource tests URLRetrieve entire HttpClient Http Client Pause transfer	Bug pause reads entire resource HttpClient provider Http Client
266120	servicetypes getServiceTypeIDs Service Type IDs Discovery IServiceTypeID IService Type JmDNS DNS service authority Service naming default	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server adapter Generic generic Server support class IRemoteServiceContainerAdapter IRemote Service Container Adapter Adapter Service	Bug server supporrt remoteservice container adapter generic server
270332	patch called docshare attachment meaning problems DocShares Doc Shares Generic subject Doc	Bug called DocShares ECF Generic group handling Doc Shares
273135	String implementation Log StringBuffer String Buffer LogService Log Service details logging misses Service Bug	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point class Code Extension bug osgi Points Point service	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version Discovery Bug discard versions formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags jSLP SLP Discovery bad Bug SLP attribute HTAB Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Service remotesrvs ServiceURL Service URL osgi exception Impl Advertiser java Method Remote	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests API DNS DiscoveryTestsWithoutRegister Discovery Tests Register suite checks Bug Add	Bug Discovery DNS Add API checks null test suite
316595	service Discovery test retrieving Defer Bug request unit instances retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IService Discovery IServiceProperty IService Property Property Bug allowed property	Bug Discovery Whitespaces allowed property
327029	IFooService IFoo Service Service rosgi foo OSGi rosgiFoo rosgi Foo method IFoo Smart proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem mailing bug zookeeper location discovery dev solution html Bug	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory IRemoteCallFactory IRemote Call Factory Factory IRemote Call Remote rest RestCallFactory Rest Call Factory remoteservice	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote Service idFilter Filter String parameter References simplified	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception Status org core eclipse checkForSerializable check Serializable ecf Throwable	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Discovery Container CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery Instance createInstance create Instance advertisers ContainerTypeDescription Container Type Description	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery hostname Service Address discovery ServiceResource Service Resource ecf broken resource hostnames	Bug Discovery resilient broken hostnames
329054	Container Composite Discovery provider discovery IConnect connect IConnectContext IConnect Context containers CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Discovery Composite Container Containers instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container startup BundleActivator Bundle Activator Zookeeper Bundle ZooDiscovery Zoo Discovery start Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint osgi Service devsosgi ecf service remoteserviceadmin services RemoteServiceContainer Remote Service Container Container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceATracker Service ATracker ServiceA Service ecf Endpoint EndpointDescription Endpoint Description osgi remoteserviceadmin propsA props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote Service restCall rest Call status invokeRemoteCall invoke Remote Call HTTP containerFactory container Factory Call adapter registration	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties someProperty Property Property private TCK foo intent Bug exports	Bug TCK RSA exports private properties
342782	TCK RSA set event bundle properties Bug events symbolicname incorrectly	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse org pluginId plugin method java printStackTrace print Stack Trace tracing NullPointerException Null Pointer Exception ecf	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service watchmanager unpublish Zoodiscovery Bug annoying thrown needed unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	client server Discovery percentage zookeeper Zoo ZooDiscovery Zoo Discovery high Bug zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice encoding UTF Rest content client IRemoteCallable IRemote Callable consumer Client	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import Service configs RemoteServiceAdmin Remote Service Admin error matching Bug Remote imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi NPE Impl String Endpoint updateTopics update Topics Topics ChannelEndpointImpl Channel Endpoint Impl update ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Message NPE Impl handleMessage handle Message RemoteOSGiMessage Remote OSGi Message ethz impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	discovery org Listener listener DiscoveryServiceListener Discovery Service Listener Discovery register eclipse ecf Service	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper client disconnect Timeout connect ClientCnxn Client Cnxn case application	Bug Discovery Zookeeper Auto reconnect issue
471541	tests ClassCastException Class Cast Exception JUnit problem test service server remote JVM attachment	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf org Composite discovery eclipse distribution remove CompositeDiscoveryContainer Composite Discovery Container Bug	Bug remove code org eclipse ecf provider discovery
