90428	jabberserver Jabber username usernames hotmail user	Bug Jabber Provider Character allowed Jabber login names
238970	bug MSN CPU connect disconnect hour normal	Bug MSN CPU usage increases connecting
242950	Timeout IRCChannelContainer IRCChannel Container IRCChannel timeouts TimeoutException Timeout Exception connecting connect rootContainer root Container	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource	Bug api add IResourceID IResource
254833	jslp slp	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceID IService jmdns getServiceName Service IServiceInfo IService Info registerService register Service Service	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IService getServiceName Service Service service IServiceID IService	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	jmdns JMDNS JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info IService	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPService JSLPServiceInfo JSLPService Info IServiceInfo IService Info IService jslp	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	NPEs Update update error number fails SDK	NPE status code
259233	discovery URI path	Bug Discovery JMDNS URI path lost discovery
259389	atid func tracker aid detail group net	Bug Discovery SLP lookup scope case insensitive
265551	PAUSE Pause paused URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve patch resource happened	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs servicetypes	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	Generic generic Adapter adapter server Server GenericServerContainer Generic Server Container	Bug server supporrt remoteservice container adapter generic server
270332	docshare patch fixed proposed called problems Created strange subject adding	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer parameter message println invokes Buffer implementation	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer Analyzer Code	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad attribute	Bug Discovery jSLP Test parser bad tags SLP
302407	OSGi NoSuchMethodException Method Exception ServiceURL Service URL java Service exception Exception	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	Tests test DiscoveryTestsWithoutRegister Discovery Tests Register	Bug Discovery DNS Add API checks null test suite
316595	test service retrieving lazily instances	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property IServiceProperty IService Property IService	Bug Discovery Whitespaces allowed property
327029	rosgi rosgiFoo rosgi Foo SmartProxyService Smart Proxy Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem solution zookeeper port bug URI location http	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Factory RestCallFactory Rest Call Factory remoteservice	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi References parameter Service	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	SerializableStatus Serializable Status Serializable exception Exception Status STATUS status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Discovery discovery	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery discovery hostnames ServiceResource Service Resource hostname Service	Bug Discovery resilient broken hostnames
329054	IConnectContext IConnect Context IConnect Discovery discovery connect provider providers containers Container Connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers Discovery	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	ZooDiscoveryContainer Zoo Discovery Container Zoo	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	ServiceProperties Service Properties RemoteServiceContainer Remote Service Container remoteserviceadmin EndpointDescription Endpoint Description Endpoint endpoint ServiceTypeID Service Type ServiceID Service ServiceInfo Service Info endpointDescription endpoint Description	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service EndpointDescription Endpoint Description robjectClass robject Class Endpoint robject ServiceTracker Service Tracker ServiceAImpl Service AImpl	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	restCall rest Call IRemoteService IRemote Service RestCallFactory Rest Call Factory createRestCall create Rest Call invokeRemoteCall invoke Remote Call invoke HttpPutRequestType Http Request Type requestType request Type getRemoteService Remote Service service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	Property properties someProperty Property private RSA	Bug TCK RSA exports private properties
342782	TCK event RSA set	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse printStackTrace print Stack Trace ecf ECF shouldTrace Trace tracing null pluginId plugin plugin	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	unpublish service NPE watchmanager thrown annoying Harmless	Bug Zoodiscovery NPE unpublishing service
406064	server client zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice client Client Rest rest	Bug RestClientService ignores content encoding Rest Client Service
414448	import imported importService import Service RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Topics topics topicsAdded topics Impl impl ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics osgi ethz update	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Discovery discovery Listener listener DiscoveryServiceListener Discovery Service Listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery Zookeeper reconnects connection Connect disconnect connect ClientCnxn Client Cnxn reopened closes	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception JUnit test tests exception Exception Class fails	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery discovery eclipse ecf	Bug remove code org eclipse ecf provider discovery
