90428	jabberserver Jabber username usernames hotmail user	Bug Jabber Provider Character allowed Jabber login names
270332	docshare patch fixed proposed called problems Created strange subject adding	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer String Buffer	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer bug issues Analyzer Code	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad attribute	Bug Discovery jSLP Test parser bad tags SLP
302407	ServiceURL Service URL Service OSGi NoSuchMethodException Method Exception URL	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	Tests test DiscoveryTestsWithoutRegister Discovery Tests Register	Bug Discovery DNS Add API checks null test suite
316595	lazily eagerly test service retrieving	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property IServiceProperty IService Property IService	Bug Discovery Whitespaces allowed property
327029	rosgi SmartProxyService Smart Proxy Service Proxy rosgiFoo rosgi Foo Service osgi IFooService IFoo Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem bug solution zookeeper port	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory Remote factory Factory remoteservice RemoteCalls Remote Calls RestCallFactory Rest Call Factory	Bug IRemoteCallFactory IRemote Call Factory
327582	incorrect unnecessary getRemoteServiceReferences Remote Service References osgi	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	SerializableStatus Serializable Status Serializable checkForSerializable check Serializable Exception exception Status STATUS status setException set Exception	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Composite Discovery discovery CDC Instance Container	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Address hostname getInetAddress Inet Address URI ServiceResource Service Resource	Bug Discovery resilient broken hostnames
329054	IConnect connect CompositeDiscoveryContainer Composite Discovery Container Composite Discovery discovery connects IConnectContext IConnect Context provider providers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Discovery Composite	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	ZooDiscoveryContainer Zoo Discovery Container Zoo	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	service Service services Endpoint endpoint ServiceInfo Service Info ServiceID Service ServiceProperties Service Properties ServiceTypeID Service Type EndpointDescription Endpoint Description	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker registerService register Service ServiceTracker Service Tracker EndpointDescription Endpoint Description robjectClass robject Class Endpoint robject	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service restCall rest Call remoteService remote Service invokeRemoteCall invoke Remote Call invoke service IRemoteServiceRegistration IRemote Service Registration getRemoteService Remote Service createRestCall create Rest Call IRemoteService IRemote Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	Property properties someProperty Property private RSA	Bug TCK RSA exports private properties
342782	TCK event RSA set	Bug TCK RSA events set properties incorrectly
369023	Trace printStackTrace print Stack Trace eclipse java shouldTrace Trace print methodName method	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	annoying Harmless unpublish service NPE	Bug Zoodiscovery NPE unpublishing service
406064	server client zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	encoding UTF RestClientService Rest Client Service Service HttpPostRequestType Http Post Request Type Client client remoteservice consumer Http	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import imported Service	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics update Endpoint Channel Topics topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener Discovery discovery Listener listener Service	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper Connect reconnects disconnect startConnect start Connect discovery SessionTimeoutException Session Timeout Exception connect	Bug Discovery Zookeeper Auto reconnect issue
471541	JUnit tests	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	eclipse dev Discovery discovery removing provider CompositeDiscoveryContainer Composite Discovery Container services Composite replace	Bug remove code org eclipse ecf provider discovery
