90428	ECF Jabber hotmail login Character Provider org user action jabberserver	Bug Jabber Provider Character allowed Jabber login names
296107	SLP SLPv version jSLP SLP messages Bug versions formats Discovery protocol	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	SLP attribute jSLP SLP HTAB parser tags Bug Discovery Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote Advertiser Impl exception Service AdvertiserImpl Advertiser Impl java org inheritance Sync	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery API DNS DiscoveryTestsWithoutRegister Discovery Tests Register Tests Register Bug checks suite	Bug Discovery DNS Add API checks null test suite
316595	test Discovery service Bug instances request Defer retrieval unit lazily	Bug Discovery Defer service retrieval unit tests
318075	IServiceProperty IService Property IService Whitespaces property Property Bug Discovery	Bug Discovery Whitespaces allowed property
327029	foo Foo rosgi rosgiFoo rosgi Foo RemoteSrvs Remote Srvs IFooService IFoo Service method OSGi Service Proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	solution problem eclipse location html mhonarc dev org mailing bug	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory Factory factory IRemoteCallFactory IRemote Call Factory remoteservice IRemote rest Remote Rest RemoteCalls Remote Calls	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References implementation idFilter Filter Service osgi Remote incorrect Filter String unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable Status SerializableStatus Serializable Status exception Throwable core org eclipse Exception ecf	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery CompositeDiscoveryContainer Composite Discovery Container Container Composite Type ecf Description eclipse	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	ServiceResource Service Resource Discovery ecf resource Resource Service hostnames hostname NPE ECF	Bug Discovery resilient broken hostnames
329054	Container provider IConnect containers IConnectContext IConnect Context Discovery connect CompositeDiscoveryContainer Composite Discovery Container providers ecf	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container Containers Discovery CompositeDiscoveryContainer Composite Discovery Container Composite DiscoveryContainers Discovery Containers Bug instantiation	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Zookeeper Discovery Container Activator startup BundleActivator Bundle Activator Bundle ZooDiscovery Zoo Discovery start	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	devsosgi osgi Container endpoint objectClass object Class object Service services service Pzl	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf Endpoint ServiceATracker Service ATracker service EndpointDescription Endpoint Description ServiceA Service propsA props props property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Parameters containerFactory container Factory adapter registration Call ICouchDB ICouch restCall rest Call parameters Service Url	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property Property RSA properties foo intent exports Bug service	Bug TCK RSA exports private properties
342782	RSA TCK bundle symbolicname Bug incorrectly properties events set event	Bug TCK RSA events set properties incorrectly
369023	pluginId plugin Trace Throwable plugin util method org tracing option git	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service watchmanager NPE Bug Harmless needed unpublish Zoodiscovery unpublishing thrown	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper percentage Zoo Discovery CPU ZooDiscovery Zoo Discovery zoodiscovery Bug	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	Client client RestClientService Rest Client Service remoteservice IRemoteCall IRemote Call Service Rest org UTF ecf	Bug RestClientService ignores content encoding Rest Client Service
414448	import error registration Service importService import Service configs Admin imported RemoteServiceAdmin Remote Service Admin Bug	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl OSGi ethz NPE Topics impl Channel Endpoint String topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi Impl SERVICE service Message NPE impl Channel Remote handleMessage handle Message	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener type Service listener discovery IService Discovery register org ecf	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery ClientCnxn Client Cnxn client Zookeeper reconnects Client Connect case event	Bug Discovery Zookeeper Auto reconnect issue
471541	server problem caller tests service JVM client forums test possibility	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery distribution org ecf discovery eclipse dev Bug release implementations	Bug remove code org eclipse ecf provider discovery
