90428	jabberserver Jabber hotmail Character org allowed username ECF usernames Join	Bug Jabber Provider Character allowed Jabber login names
328998	CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Composite CompositeDiscoveryContainer Composite Discovery Container Container Discovery Instance ContainerTypeDescription Container Type Description create discovery createInstance create Instance	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname Address Discovery ecf ServiceResource Service Resource resource Resource discovery ECF Service	Bug Discovery resilient broken hostnames
329054	IConnect IConnectContext IConnect Context connect Composite Discovery provider CompositeDiscoveryContainer Composite Discovery Container discovery Container containers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Container Discovery Composite Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container BundleActivator Bundle Activator start startup Zookeeper ZooDiscovery Zoo Discovery Bundle Activator	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	RemoteServiceContainer Remote Service Container EndpointDescription Endpoint Description Endpoint endpoint ServiceProperties Service Properties ServiceID Service remoteserviceadmin remote osgi services	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker registerService register Service robjectClass robject Class objectClass object Class Endpoint service ServiceA Service EndpointDescription Endpoint Description register	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	restCall rest Call IRemoteService IRemote Service IRemote invokeRemoteCall invoke Remote Call invoke requestType request Type Service IRemoteServiceRegistration IRemote Service Registration REQUEST Request	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	Property someProperty Property properties private RSA	Bug TCK RSA exports private properties
342782	TCK RSA event set incorrectly Bug symbolicname bundle version events	Bug TCK RSA events set properties incorrectly
369023	Trace java eclipse printStackTrace print Stack Trace shouldTrace Trace pluginId plugin method print Throwable methodName method	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Harmless Bug thrown needed annoying unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper ZooDiscovery Zoo Discovery zoodiscovery Zoo	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service UTF remoteservice Rest consumer encoding rest Callable Call client	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	updateTopics update Topics Topics update ChannelEndpointImpl Channel Endpoint Impl Endpoint topics Impl OSGi impl topicsAdded topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service OSGi Impl SERVICE RemoteOSGiMessage Remote OSGi Message handleMessage handle Message impl osgi Endpoint ChannelEndpointImpl Channel Endpoint Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener Discovery discovery Listener type IServiceTyped IService Typed listener IService Service typed	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection disconnect ClientCnxn Client Cnxn Zookeeper reopened Timeout reconnects plugging Connect	Bug Discovery Zookeeper Auto reconnect issue
471541	callee ClassCastException Class Cast Exception JUnit server test tests client exception caller Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery Composite discovery CompositeDiscoveryContainer Composite Discovery Container eclipse ecf	Bug remove code org eclipse ecf provider discovery
