90428	Jabber Character Provider allowed Bug jabberserver hotmail org login ECF	Bug Jabber Provider Character allowed Jabber login names
296107	SLP jSLP SLP SLPv Discovery messages Bug version discard discards protocol	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	jSLP SLP SLP Discovery Bug parser bad Test tags accept	Bug Discovery jSLP Test parser bad tags SLP
302407	remotesrvs osgi remote Advertiser Bug AdvertiserImpl Advertiser Impl ServiceURL Service URL method Service invocation	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests suite DNS Bug Add API checks null	Bug Discovery DNS Add API checks null test suite
316595	Discovery service request instances Bug test unit retrieving Defer lazily	Bug Discovery Defer service retrieval unit tests
318075	IServiceProperty IService Property Whitespaces Discovery IService Bug allowed	Bug Discovery Whitespaces allowed property
327029	RemoteSrvs Remote Srvs OSGi Service IFooService IFoo Service Bug html Foo Smart http proxy	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem discovery mailing zookeeper location html Bug posting URI include	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory Factory factory RemoteCallFactory Remote Call Factory IRemote Call rest Bug Rest Remote	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References implementation osgi Remote Service incorrect String Bug unnecessary simplify	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Serializable Status SerializableStatus Serializable Status org eclipse ecf status core set	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Container Composite Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Instance create CompositeDiscoveryContainer Composite Discovery Container createInstance create Instance advertisers ContainerTypeDescription Container Type Description	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Address Service ecf broken hostname ServiceResource Service Resource Bug resource resilient	Bug Discovery resilient broken hostnames
329054	Container Composite Discovery connect discovery provider IConnect eclipse IConnectContext IConnect Context org	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Composite Discovery Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscovery Zoo Discovery Discovery BundleActivator Bundle Activator Zookeeper start startup Bug Bundle Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	osgi endpoint Container Service devsosgi remoteserviceadmin services remote objectClass object Class IAtomicSimulator IAtomic Simulator	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service proxy remoteserviceadmin objectClass object Class ServiceATracker Service ATracker classloader registerService register Service ecf Endpoint Bug	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	invokeRemoteCall invoke Remote Call RestClientService Rest Client Service IRemote IRemoteService IRemote Service containerFactory container Factory restCall rest Call Parameters requestType request Type ICouch HTTP	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property RSA properties TCK private Bug Property exports exported service	Bug TCK RSA exports private properties
342782	RSA set TCK Bug incorrectly event properties events symbolicname bundle	Bug TCK RSA events set properties incorrectly
369023	eclipse Trace NullPointerException Null Pointer Exception tracing pluginId plugin java method Bug printStackTrace print Stack Trace org	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE Bug service Zoodiscovery watchmanager Harmless unpublishing annoying unpublish thrown	Bug Zoodiscovery NPE unpublishing service
406064	server ZooDiscovery Zoo Discovery zookeeper Discovery client high Bug Zoo percentage cpu	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service Rest encoding consumer IRemoteCallable IRemote Callable remoteservice UTF content Callable ignores	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import RemoteServiceAdmin Remote Service Admin Bug matching Service robust configs find face	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi Impl updateTopics update Topics impl osgi NPE String Topics Bug iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE Impl RemoteOSGiMessage Remote OSGi Message Bug handleMessage handle Message NPE osgi impl Message	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener org type eclipse IServiceTyped IService Typed discovery ecf IService internal listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery Bug Zookeeper client ClientCnxn Client Cnxn disconnect Discovery reopened plugging	Bug Discovery Zookeeper Auto reconnect issue
471541	callee ClassCastException Class Cast Exception tests JUnit server remote Class Bug client integration	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Composite remove ecf org Discovery discovery Bug code eclipse provider	Bug remove code org eclipse ecf provider discovery
