90428	button Jabber disables jabberserver username Finish action hotmail character Join	Bug Jabber Provider Character allowed Jabber login names
371768	annoying Harmless NPE Zoodiscovery needed unpublish watchmanager service unpublishing thrown	Bug Zoodiscovery NPE unpublishing service
406064	ZooDiscovery Zoo Discovery client server zookeeper Zoo Discovery high percentage processes zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	client IRemoteCallable IRemote Callable RestClientService Rest Client Service content Service Callable encoding Rest IRemote Client	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import Service matching configs error publish Remote imported RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl Topics OSGi ChannelEndpointImpl Channel Endpoint Impl update Channel String impl osgi NPE	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE Message OSGi ChannelEndpointImpl Channel Endpoint Impl impl RemoteOSGiMessage Remote OSGi Message osgi Endpoint service Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	listener Listener DiscoveryServiceListener Discovery Service Listener IService Service type register org eclipse IServiceTyped IService Typed	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection client creates server disconnect closes services Zookeeper SendThread Send Thread	Bug Discovery Zookeeper Auto reconnect issue
471541	tests type remote client JUnit server problem callee service failing	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	removing Discovery Composite dev provider services ecf replace existing org	Bug remove code org eclipse ecf provider discovery
