90428	jabberserver Jabber hotmail Character org allowed username ECF usernames Join	Bug Jabber Provider Character allowed Jabber login names
255352	jmdns JMDNSDiscovery JMDNS IServiceInfo IService Info JMDNSDiscoveryContainer JMDNSDiscovery Container IService container Container createServiceInfoFromIServiceInfo create Service Info IService Info Service	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPService IServiceInfo IService Info JSLPServiceInfo JSLPService Info jslp IService	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	Update update error NPEs number NPE code log Eclipse tools	NPE status code
259233	discovery URI Discovery path	Bug Discovery JMDNS URI path lost discovery
259389	atid func tracker lookup Discovery insensitive aid detail Bug SLP	Bug Discovery SLP lookup scope case insensitive
265551	Pause PAUSE paused URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve patch reason Http entire Bug	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs servicetypes IServiceTypeID IService Type IService	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	Generic server Adapter Server generic adapter GenericServerContainer Generic Server Container	Bug server supporrt remoteservice container adapter generic server
270332	patch called docshare Created subject Generic proposed DocShares Doc Shares fixed reference	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer Log parameter message println logging invokes Buffer implementation	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer Analyzer ExtensionPoint Extension Point extensionPoints extension Points Comment comment Code extension Extension addExtensionPoints add Extension Points	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser SLP tags bad jSLP SLP attribute	Bug Discovery jSLP Test parser bad tags SLP
302407	OSGi Remote NoSuchMethodException Method Exception remote ServiceURL Service URL Advertiser java Service AdvertiserImpl Advertiser Impl exception	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests DiscoveryTestsWithoutRegister Discovery Tests Register	Bug Discovery DNS Add API checks null test suite
316595	test retrieving lazily instances service request Discovery unit tests eagerly	Bug Discovery Defer service retrieval unit tests
318075	IServiceProperty IService Property Whitespaces Property IService	Bug Discovery Whitespaces allowed property
327029	rosgi rosgiFoo rosgi Foo RemoteSrvs Remote Srvs Foo foo SmartProxyService Smart Proxy Service Remote Srvs	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem solution zookeeper port bug URI location http	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Factory rest Rest RestCallFactory Rest Call Factory IRemoteCallFactory IRemote Call Factory remoteservice IRemote	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi Service incorrect implementation References Remote unnecessary String idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Serializable SerializableStatus Serializable Status Status Exception STATUS status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Discovery CompositeDiscoveryContainer Composite Discovery Container discovery	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery ServiceResource Service Resource ecf discovery resource hostnames Resource Service ECF hostname	Bug Discovery resilient broken hostnames
329054	IConnect IConnectContext IConnect Context connect Discovery provider discovery Container providers containers Connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Container Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Zookeeper ZooDiscovery Zoo Discovery	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	ServiceProperties Service Properties EndpointDescription Endpoint Description Endpoint endpoint RemoteServiceContainer Remote Service Container remoteserviceadmin remote Container devsosgi osgi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker Endpoint robjectClass robject Class service EndpointDescription Endpoint Description ServiceA Service ecf robject objectClass object Class	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemoteService IRemote Service restCall rest Call invoke invokeRemoteCall invoke Remote Call HttpPutRequestType Http Request Type createRestCall create Rest Call RestCallFactory Rest Call Factory containerFactory container Factory Parameters IContainerFactory IContainer Factory	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	Property someProperty Property properties private RSA	Bug TCK RSA exports private properties
342782	TCK RSA event set incorrectly Bug symbolicname bundle version events	Bug TCK RSA events set properties incorrectly
369023	pluginId plugin tracing Trace eclipse printStackTrace print Stack Trace ecf ECF shouldTrace Trace Throwable plugin	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Harmless Bug thrown needed annoying unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper ZooDiscovery Zoo Discovery zoodiscovery Zoo	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	client RestClientService Rest Client Service Rest remoteservice Client IRemoteCall IRemote Call rest IRemoteCallable IRemote Callable IRemote	Bug RestClientService ignores content encoding Rest Client Service
414448	import imported importService import Service RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Topics Impl topics impl topicsAdded topics OSGi osgi ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service OSGi Impl SERVICE impl osgi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Discovery Listener discovery listener type IService Service typed Typed DiscoveryServiceListener Discovery Service Listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery reconnects connection Connect ClientCnxn Client Cnxn Zookeeper reopened disconnect Send server	Bug Discovery Zookeeper Auto reconnect issue
471541	caller ClassCastException Class Cast Exception JUnit server test tests client exception callee Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery discovery eclipse ecf	Bug remove code org eclipse ecf provider discovery
