90428	jabberserver Jabber username usernames hotmail disables Finish button character Join	Bug Jabber Provider Character allowed Jabber login names
242950	IRCChannelContainer IRCChannel Container IRCChannel timeouts Timeout Container targetID target NPE disconnect TimeoutException Timeout Exception plugin	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource dev URI core mailing moving msg api minimum	Bug api add IResourceID IResource
254833	jslp slp eagerly SLP BundleContext Bundle Context Bundle ethz system service accesses	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IService IServiceID IService JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery jmdns hostname IServiceInfo IService Info ecf registerService register Service null	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IService getServiceName Service service IServiceID IService Service discovery Discovery eclipse SLP fall	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS jmdns JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info Info Service Discovery create Container	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService Info SecurityException Security Exception throw IServiceInfo IService Info eclipse jslp Security Discovery	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	NPEs error update SDK status Update number log dialogs Created	NPE status code
259233	path URI discovery lost Discovery JMDNS segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func tracker atid group aid Discovery case sourceforge detail SLP	Bug Discovery SLP lookup scope case insensitive
265551	Pause paused PAUSE resource URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve tests entire changed Resume	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs service Type default naming set Discovery transfered returned JmDNS DNS	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	Generic adapter generic server GenericServerContainer Generic Server Container class IRemoteServiceContainerAdapter IRemote Service Container Adapter Server support Adapter	Bug server supporrt remoteservice container adapter generic server
270332	patch docshare called fixed problems attachment subject proposed Doc channels	Bug called DocShares ECF Generic group handling Doc Shares
273135	parameter StringBuffer String Buffer implementation message String invokes println Log logging LogService Log Service	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer Code bug ExtensionPoint Extension Point class Extension osgi interface point OSGI	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version discard Discovery change formats future	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad Discovery jSLP SLP Test accept Bug attribute SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	NoSuchMethodException Method Exception java Service exception OSGi osgi Impl ethz ServiceURL Service URL slp	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	Tests test DiscoveryTestsWithoutRegister Discovery Tests Register Discovery API checks Add null DNS suite	Bug Discovery DNS Add API checks null test suite
316595	service test retrieving lazily request Discovery unit instances retrieval Defer	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property allowed IService Discovery IServiceProperty IService Property Bug property	Bug Discovery Whitespaces allowed property
327029	rosgi rosgiFoo rosgi Foo method IFooService IFoo Service SmartProxyService Smart Proxy Service foo proxy original abstract Smart	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	zookeeper problem bug solution port URI dev location mailing interest	Bug discovery zookeeper location URI include port
327379	factory RemoteCallFactory Remote Call Factory RestCallFactory Rest Call Factory Remote Factory Call rest IRemoteCallFactory IRemote Call Factory IRemote remoteservice	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi parameter Remote String implementation simplified References Service idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception Status null STATUS org Exception Throwable ecf	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainer Composite Discovery Container Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Composite Container advertisers discovery eclipse set locator	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery discovery Service ServiceResource Service Resource broken Inet hostname hostnames eclipse Listener	Bug Discovery resilient broken hostnames
329054	discovery IConnectContext IConnect Context Discovery connect IConnect provider Container containers nested Connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers Discovery Composite CompositeDiscoveryContainer Composite Discovery Container Containers misses instantiation Container Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	ZooDiscoveryContainer Zoo Discovery Container Zoo Discovery Bundle asynchronously startup Zookeeper timeout Slow BundleActivator Bundle Activator	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint remoteserviceadmin Service service ServiceProperties Service Properties devsosgi RemoteServiceContainer Remote Service Container ecf EndpointDescription Endpoint Description osgi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceATracker Service ATracker ServiceA Service EndpointDescription Endpoint Description osgi Provider Endpoint ecf property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	restCall rest Call service Service IRemote invokeRemoteCall invoke Remote Call HttpPutRequestType Http Request Type requestType request Type Call remote invoke	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties private RSA someProperty Property Property TCK service foo intent exported	Bug TCK RSA exports private properties
342782	TCK event RSA set bundle properties events symbolicname version Bug	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse ecf tracing ECF pluginId plugin printStackTrace print Stack Trace catching throwable org	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE unpublish service watchmanager annoying Zoodiscovery needed thrown unpublishing Harmless	Bug Zoodiscovery NPE unpublishing service
406064	client server high percentage Discovery zoodiscovery Zoo zookeeper ZooDiscovery Zoo Discovery processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service remoteservice client Rest IRemote encoding content IRemoteCallable IRemote Callable ignores Client	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service matching configs imported RemoteServiceAdmin Remote Service Admin error publish Service Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Topics Impl impl topicsAdded topics topics String NPE osgi ChannelEndpointImpl Channel Endpoint Impl Channel	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi Message MODIFIED osgi impl iks ChannelEndpointImpl Channel Endpoint Impl ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Discovery listener Listener discovery register org IService eclipse ecf Service	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery Zookeeper connection connect disconnect reconnects closes client case application	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception tests JUnit test remote problem service failing JVM server	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf discovery org empty existing replace removing eclipse distribution	Bug remove code org eclipse ecf provider discovery
