90428	jabberserver hotmail org button user Join Character names group disables	Bug Jabber Provider Character allowed Jabber login names
329054	Container Discovery discovery connect provider Context IConnect containers CompositeDiscoveryContainer Composite Discovery Container Composite	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers Discovery CompositeDiscoveryContainer Composite Discovery Container Container Containers Composite Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery ZooDiscoveryContainer Zoo Discovery Container Zoo startup Zookeeper ZooDiscovery Zoo Discovery BundleActivator Bundle Activator Slow Container timeout	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	service Service services endpoint uri Endpoint ServiceID Service EndpointDescription Endpoint Description RemoteServiceContainer Remote Service Container provider	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceA Service service Context Endpoint ServiceATracker Service ATracker Exception IRemoteServiceProxy IRemote Service Proxy EndpointDescription Endpoint Description registerService register Service	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service restCall rest Call service Call IRemoteServiceRegistration IRemote Service Registration IRemote request requestType request Type remote remoteService remote Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	private Property exported properties someProperty Property Dotted intent service	Bug TCK RSA exports private properties
342782	incorrectly TCK Bug event RSA bundle set version	Bug TCK RSA events set properties incorrectly
369023	Trace java core printStackTrace print Stack Trace void tracing catching Exception http framework	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	Harmless needed NPE service thrown annoying	Bug Zoodiscovery NPE unpublishing service
406064	server processes CPU Discovery zookeeper ZooDiscovery Zoo Discovery client Zoo zoodiscovery observe	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	Service client Client content Http RestClientService Rest Client Service org Request Method encoding	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service RemoteServiceAdmin Remote Service Admin import Admin imported create Service publish registration configs	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	ChannelEndpointImpl Channel Endpoint Impl updateTopics update Topics update Topics Endpoint topics Channel NPE topicsAdded topics OSGi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE Message NPE OSGi Channel RemoteOSGiMessage Remote OSGi Message receives handleMessage handle Message instance	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Discovery discovery Service DiscoveryServiceListener Discovery Service Listener listener Listener type Bug Typed IServiceTyped IService Typed	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Connect server reconnects disconnect Session application services ClientCnxn Client Cnxn reconnecting	Bug Discovery Zookeeper Auto reconnect issue
471541	tests service Class Exception failing problem observation method server JUnit	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	discovery Discovery removing eclipse removed CompositeDiscoveryContainer Composite Discovery Container provider Container release dev	Bug remove code org eclipse ecf provider discovery
