90428	jabberserver Jabber username usernames hotmail disables Finish button character Join	Bug Jabber Provider Character allowed Jabber login names
327582	incorrect getRemoteServiceReferences Remote Service References osgi unnecessary Remote String implementation simplified parameter idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception Status STATUS Exception null org checkForSerializable check Serializable Throwable	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite CompositeDiscoveryContainer Composite Discovery Container Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery Container advertisers eclipse set locator	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	getInetAddress Inet Address hostname Address URI Discovery discovery broken Service Inet eclipse	Bug Discovery resilient broken hostnames
329054	connect discovery IConnect Composite Discovery Container provider containers IConnectContext IConnect Context Connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Discovery Composite Containers misses instantiation Container Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	ZooDiscoveryContainer Zoo Discovery Container Zoo Discovery Bundle asynchronously startup Zookeeper timeout Slow BundleActivator Bundle Activator	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint devsosgi remoteserviceadmin osgi remote services ecf Endpoint	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi Provider EndpointDescription Endpoint Description ecf property propsA props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service restCall rest Call remoteService remote Service service IRemote invokeRemoteCall invoke Remote Call Call call invoke requestType request Type	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties private RSA someProperty Property Property TCK service foo intent exported	Bug TCK RSA exports private properties
342782	TCK event RSA set bundle properties events symbolicname version Bug	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse printStackTrace print Stack Trace throwable org tracing ecf catching git String	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	annoying unpublish NPE Harmless Zoodiscovery service needed watchmanager unpublishing thrown	Bug Zoodiscovery NPE unpublishing service
406064	client server high percentage Discovery zoodiscovery Zoo zookeeper ZooDiscovery Zoo Discovery processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	encoding RestClientService Rest Client Service client UTF remoteservice Service HttpPostRequestType Http Post Request Type Http Rest IRemote	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import Service matching configs error publish Remote imported RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	update ChannelEndpointImpl Channel Endpoint Impl Channel updateTopics update Topics Topics Endpoint String NPE Impl OSGi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi Message MODIFIED osgi impl iks ChannelEndpointImpl Channel Endpoint Impl ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener listener Discovery Listener discovery register org IService Service eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery Zookeeper connection disconnect connect client reconnects case closes application	Bug Discovery Zookeeper Auto reconnect issue
471541	JUnit tests remote problem service failing JVM ClassCastException Class Cast Exception server suite	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery removing eclipse dev discovery ecf replace existing org services	Bug remove code org eclipse ecf provider discovery
