90428	ECF Jabber hotmail login Character Provider org user action jabberserver	Bug Jabber Provider Character allowed Jabber login names
266120	servicetypes getServiceTypeIDs Service Type IDs IServiceTypeID IService Type authority Service IService ECF Zeroconf service Discovery	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server adapter Server Adapter Service Generic IRemoteServiceContainerAdapter IRemote Service Container Adapter support Container class	Bug server supporrt remoteservice container adapter generic server
270332	patch meaning attachment Remy details reference Shares DocShares Doc Shares called Doc	Bug called DocShares ECF Generic group handling Doc Shares
273135	Log StringBuffer String Buffer String implementation Service LogService Log Service Buffer message parameter logging	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point Points Point reply Extension comment class Code impl	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv version jSLP SLP messages Bug versions formats Discovery protocol	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	SLP attribute jSLP SLP HTAB parser tags Bug Discovery Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Advertiser Service AdvertiserImpl Advertiser Impl ServiceURL Service URL remotesrvs Remote Impl exception java org	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery API DNS DiscoveryTestsWithoutRegister Discovery Tests Register Tests Register Bug checks suite	Bug Discovery DNS Add API checks null test suite
316595	test Discovery service Bug instances request Defer retrieval unit lazily	Bug Discovery Defer service retrieval unit tests
318075	IServiceProperty IService Property IService Whitespaces property Property Bug Discovery	Bug Discovery Whitespaces allowed property
327029	Service IFooService IFoo Service foo Foo rosgi html rosgiFoo rosgi Foo http RemoteSrvs Remote Srvs method	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	html mailing problem solution eclipse location mhonarc dev bug org	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory Factory factory IRemoteCallFactory IRemote Call Factory remoteservice IRemote rest Remote Rest RemoteCalls Remote Calls	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References implementation idFilter Filter Service osgi Remote incorrect Filter String unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable Status SerializableStatus Serializable Status checkForSerializable check Serializable exception Throwable core org set Exception	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Container Composite Instance CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Discovery createInstance create Instance discovery CompositeDiscoveryContainer Composite Discovery Container Type ecf	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname ServiceResource Service Resource Address Discovery ecf resource Resource Service hostnames NPE	Bug Discovery resilient broken hostnames
329054	Container provider IConnect containers CompositeDiscoveryContainer Composite Discovery Container IConnectContext IConnect Context Composite Discovery connect providers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container Container Containers DiscoveryContainers Discovery Containers Composite Discovery Bug instantiation	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo BundleActivator Bundle Activator startup start Activator Discovery Zookeeper Bundle Container ZooDiscovery Zoo Discovery	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	osgi devsosgi Container objectClass object Class ERROR endpoint services containerID container exception DEVSOSGi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf Endpoint ServiceATracker Service ATracker EndpointDescription Endpoint Description service ServiceA Service objectClass object Class propsA props props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote Parameters Service containerFactory container Factory restCall rest Call adapter registration ICouch Call createDocument create Document	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property Property RSA properties foo intent exports Bug service	Bug TCK RSA exports private properties
342782	RSA TCK bundle symbolicname Bug incorrectly properties events set event	Bug TCK RSA events set properties incorrectly
369023	Trace pluginId plugin method java plugin printStackTrace print Stack Trace Throwable methodName method util org	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service watchmanager NPE Bug Harmless needed unpublish Zoodiscovery unpublishing thrown	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper percentage Zoo Discovery CPU ZooDiscovery Zoo Discovery zoodiscovery Bug	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	UTF RestClientService Rest Client Service consumer remoteservice Client Service org Callable rest ecf	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service error registration Service configs Admin RemoteServiceAdmin Remote Service Admin Bug imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl OSGi ethz Topics NPE Endpoint impl updateTopics update Topics Channel topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi Impl handleMessage handle Message RemoteOSGiMessage Remote OSGi Message SERVICE service Message NPE impl Channel	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	type Listener Service listener DiscoveryServiceListener Discovery Service Listener discovery IService register IServiceTyped IService Typed org	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery ClientCnxn Client Cnxn client Zookeeper SendThread Send Thread Thread disconnect Timeout reopened	Bug Discovery Zookeeper Auto reconnect issue
471541	server callee problem tests service JVM client forums test possibility	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery Composite distribution org ecf discovery eclipse dev Bug release	Bug remove code org eclipse ecf provider discovery
