90428	jabberserver hotmail Jabber disables Join button character login Character username	Bug Jabber Provider Character allowed Jabber login names
270332	called patch attachment subject Generic Doc DocShares Doc Shares Created adding docshare	Bug called DocShares ECF Generic group handling Doc Shares
273135	Log logging String implementation LogService Log Service details misses invokes constructed parameter	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point Extension comment Code bug class extensionPoints extension Points osgi Comment	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version discard Discovery change formats future	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	SLP jSLP SLP parser tags bad Discovery Test accept Bug HTAB	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote remote exception Advertiser osgi Service remotesrvs Impl ethz java	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery DiscoveryTestsWithoutRegister Discovery Tests Register API checks Add null DNS suite	Bug Discovery DNS Add API checks null test suite
316595	request Discovery lazily retrieving unit test instances service tests retrieval	Bug Discovery Defer service retrieval unit tests
318075	IServiceProperty IService Property IService Whitespaces allowed Discovery Bug property Property	Bug Discovery Whitespaces allowed property
327029	rosgi foo rosgiFoo rosgi Foo RemoteSrvs Remote Srvs method IFooService IFoo Service proxy original Foo abstract	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem solution dev bug mailing interest discovery zookeeper port include	Bug discovery zookeeper location URI include port
327379	factory rest RemoteCallFactory Remote Call Factory IRemoteCallFactory IRemote Call Factory Rest Factory Remote IRemote Call RestCallFactory Rest Call Factory	Bug IRemoteCallFactory IRemote Call Factory
327582	Remote getRemoteServiceReferences Remote Service References implementation String osgi Service simplified incorrect idFilter Filter unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Serializable Status SerializableStatus Serializable Status null STATUS org Throwable Exception ecf	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery Composite CompositeDiscoveryContainer Composite Discovery Container Container advertisers eclipse set locator	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	ecf Discovery ServiceResource Service Resource resource Service discovery broken Inet eclipse Listener	Bug Discovery resilient broken hostnames
329054	connect Container provider IConnect discovery Discovery IConnectContext IConnect Context containers nested Connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery Container Containers DiscoveryContainers Discovery Containers Composite CompositeDiscoveryContainer Composite Discovery Container misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Zookeeper ZooDiscoveryContainer Zoo Discovery Container Discovery Bundle ZooDiscovery Zoo Discovery asynchronously startup timeout Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	devsosgi endpoint osgi remote Container Service fscwOFP fscw OFP service type ServiceProperties Service Properties	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf ServiceATracker Service ATracker Endpoint service ServiceA Service osgi Provider proxy property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	remote containerFactory container Factory parameters adapter Call registration call HttpPutRequestType Http Request Type Callable callable	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property properties RSA private TCK Property service foo intent exported	Bug TCK RSA exports private properties
342782	set RSA bundle TCK event incorrectly symbolicname Bug properties events	Bug TCK RSA events set properties incorrectly
369023	pluginId plugin tracing throwable Trace Throwable org ecf catching git String	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE watchmanager needed Harmless unpublish service Zoodiscovery annoying Bug unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	zookeeper server client ZooDiscovery Zoo Discovery high percentage Zoo Discovery processes zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	client Rest RestClientService Rest Client Service IRemoteCall IRemote Call remoteservice IRemote IRemoteCallable IRemote Callable encoding Client content	Bug RestClientService ignores content encoding Rest Client Service
414448	import matching configs importService import Service error publish Service Remote imported RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl Topics OSGi impl String NPE osgi Channel update topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi Impl impl osgi service SERVICE Message MODIFIED iks ChannelEndpointImpl Channel Endpoint Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	IService listener Listener type Discovery Service register org discovery eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery client server Zookeeper closes reconnects Send connect ClientCnxn Client Cnxn	Bug Discovery Zookeeper Auto reconnect issue
471541	server remote caller tests problem service failing JVM ClassCastException Class Cast Exception suite	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf org empty existing discovery replace removing distribution remove	Bug remove code org eclipse ecf provider discovery
