90428	Jabber jabberserver hotmail disables Provider user username Finish Join button	Bug Jabber Provider Character allowed Jabber login names
259233	path Discovery URI lost JMDNS discovery Bug segment	Bug Discovery JMDNS URI path lost discovery
259389	Discovery SLP detail lookup atid case func tracker scope net	Bug Discovery SLP lookup scope case insensitive
265551	entire pause Resume URLRetrievePauseResumeTest URLRetrieve Pause Resume Test resource Pause URLRetrieve reads PAUSE tests	Bug pause reads entire resource HttpClient provider Http Client
266120	naming Discovery JmDNS DNS default service getServiceTypeIDs Service Type IDs servicetypes Service set Bug	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	generic server adapter IRemoteServiceContainerAdapter IRemote Service Container Adapter Generic GenericServerContainer Generic Server Container class support Container Server	Bug server supporrt remoteservice container adapter generic server
270332	called patch fixed subject problems DocShares Doc Shares ECF Generic Hashtable attachment	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation String LogService Log Service misses details StringBuffer String Buffer invokes logging Log Bug	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer bug Code osgi iks class remotesrvs impl interface Extension	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv jSLP SLP messages SLP version Discovery discard Bug discards change	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	tags parser Discovery jSLP SLP bad Bug Test attribute accept SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	osgi java exception remotesrvs happen Service Method ServiceURL Service URL method remote	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests DiscoveryTestsWithoutRegister Discovery Tests Register suite DNS Add API checks Bug	Bug Discovery DNS Add API checks null test suite
316595	service Discovery retrieving Defer instances unit lazily request retrieval Bug	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery allowed Bug IService Property IServiceProperty IService Property property	Bug Discovery Whitespaces allowed property
327029	method IFooService IFoo Service foo Service OSGi rosgi proxy IFoo Smart rosgiFoo rosgi Foo	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	location URI discovery zookeeper port bug dev service include mailing	Bug discovery zookeeper location URI include port
327379	factory Remote Call IRemoteCallFactory IRemote Call Factory Factory RemoteCallFactory Remote Call Factory RestCallFactory Rest Call Factory IRemote rest Bug	Bug IRemoteCallFactory IRemote Call Factory
327582	implementation getRemoteServiceReferences Remote Service References osgi Service Remote String simplify parameter simplified incorrect	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	SerializableStatus Serializable Status Serializable org status Status exception ecf null STATUS eclipse	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Container Composite CompositeDiscoveryContainer Composite Discovery Container advertisers locator discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator provider Instance	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service discovery broken URI resilient hostname Address getInetAddress Inet Address Listener	Bug Discovery resilient broken hostnames
329054	Container Discovery discovery Composite connect provider containers IConnect ecf org	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Composite Container Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery Zoo ZooDiscoveryContainer Zoo Discovery Container ZooDiscovery Zoo Discovery Bundle Slow Zookeeper asynchronously startup Bug	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service endpoint service remoteserviceadmin devsosgi osgi ecf services container null	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker remoteserviceadmin classloader Endpoint osgi EndpointDescription Endpoint Description Context	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service Call service HTTP status RestClientService Rest Client Service restCall rest Call IRemote remote remoteService remote Service	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	private RSA properties TCK exported service Bug exports someProperty Property Property	Bug TCK RSA exports private properties
342782	TCK RSA set event properties bundle events Bug spec symbolicname	Bug TCK RSA events set properties incorrectly
369023	Trace tracing org NullPointerException Null Pointer Exception eclipse ecf printStackTrace print Stack Trace throwable crazy print	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE annoying needed Zoodiscovery service Harmless unpublishing unpublish Bug thrown	Bug Zoodiscovery NPE unpublishing service
406064	high Discovery client server percentage processes ZooDiscovery Zoo Discovery Zoo CPU Bug	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service content encoding client ignores remoteservice Service Http IRemoteCallable IRemote Callable Rest	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service RemoteServiceAdmin Remote Service Admin matching Service configs robust import find Remote Bug	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Channel NPE String ChannelEndpointImpl Channel Endpoint Impl OSGi updateTopics update Topics Endpoint Topics iks update	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi service Message NPE ethz iks osgi MODIFIED Bug	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org eclipse discovery listener Discovery ecf DiscoveryServiceListener Discovery Service Listener internal Service register	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zookeeper connection Zoodiscovery connect client server disconnect remote services application	Bug Discovery Zookeeper Auto reconnect issue
471541	tests ClassCastException Class Cast Exception service JUnit Class remote problem failing attachment JVM	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf Discovery org remove removing eclipse discovery provider removed existing	Bug remove code org eclipse ecf provider discovery
