90428	Jabber hotmail jabberserver login ECF disables Character button user action	Bug Jabber Provider Character allowed Jabber login names
332852	Zoo startup Discovery BundleActivator Bundle Activator Bundle Zookeeper start ZooDiscoveryContainer Zoo Discovery Container Activator Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	devsosgi osgi endpoint Service ecf ERROR Container service DEVSOSGi objectClass object Class	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf ServiceATracker Service ATracker service Endpoint ServiceA Service osgi propsA props EndpointDescription Endpoint Description property	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	IRemote Service containerFactory container Factory restCall rest Call adapter Call registration service createDocument create Document parameters	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property RSA properties foo Property intent private service TCK exports	Bug TCK RSA exports private properties
342782	RSA TCK bundle set properties symbolicname event events Bug incorrectly	Bug TCK RSA events set properties incorrectly
369023	Trace pluginId plugin method org git option eclipse printStackTrace print Stack Trace java throwable	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE watchmanager service Zoodiscovery needed Bug Harmless unpublish annoying unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	client zookeeper server percentage Discovery Zoo ZooDiscovery Zoo Discovery high CPU zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service UTF remoteservice consumer client content IRemote Rest IRemoteCallable IRemote Callable org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import error configs Service RemoteServiceAdmin Remote Service Admin matching registration Remote Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Impl OSGi NPE Topics Channel String update impl ethz Endpoint	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Impl handleMessage handle Message Message RemoteOSGiMessage Remote OSGi Message impl osgi NPE	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener Service register IService type org discovery DiscoveryServiceListener Discovery Service Listener Discovery	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery Zookeeper client disconnect case ClientCnxn Client Cnxn Thread application Timeout	Bug Discovery Zookeeper Auto reconnect issue
471541	server problem tests service JVM test unit forums JUnit ClassCastException Class Cast Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery Composite org ecf distribution discovery eclipse dev empty CompositeDiscoveryContainer Composite Discovery Container	Bug remove code org eclipse ecf provider discovery
