90428	Jabber jabberserver hotmail disables Character Provider Join login button allowed	Bug Jabber Provider Character allowed Jabber login names
302394	jSLP SLP Discovery parser bad SLP tags Bug Test accept HTAB	Bug Discovery jSLP Test parser bad tags SLP
302407	osgi remotesrvs remote Remote method invocation exception Advertiser Service Impl	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests suite DNS Add API DiscoveryTestsWithoutRegister Discovery Tests Register checks Bug	Bug Discovery DNS Add API checks null test suite
316595	Discovery service request unit retrieving instances lazily Defer test retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery IService allowed IServiceProperty IService Property Bug property Property	Bug Discovery Whitespaces allowed property
327029	foo IFooService IFoo Service OSGi method rosgi IFoo Smart proxy RemoteSrvs Remote Srvs rosgiFoo rosgi Foo	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	discovery zookeeper problem location dev URI include solution mailing port	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory factory Call rest IRemote RemoteCallFactory Remote Call Factory Factory Remote Rest Bug	Bug IRemoteCallFactory IRemote Call Factory
327582	implementation Remote getRemoteServiceReferences Remote Service References osgi String Service simplified incorrect idFilter Filter unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Serializable org SerializableStatus Serializable Status Status ecf eclipse core status null	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Composite Container CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator advertisers discovery locator set eclipse	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service broken ecf discovery ServiceResource Service Resource resilient resource Listener eclipse	Bug Discovery resilient broken hostnames
329054	Container Discovery connect discovery provider Composite IConnect org nested ecf	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery Container Composite DiscoveryContainers Discovery Containers Containers CompositeDiscoveryContainer Composite Discovery Container misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery Zookeeper ZooDiscovery Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container Bundle Slow asynchronously startup Bug	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	osgi devsosgi endpoint Service remoteserviceadmin ecf service remote Container null	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf ServiceATracker Service ATracker proxy remoteserviceadmin Endpoint service classloader ServiceA Service osgi	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	remote invokeRemoteCall invoke Remote Call HTTP RestClientService Rest Client Service Call status containerFactory container Factory parameters adapter code	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties private TCK someProperty Property service Bug exports exported Property	Bug TCK RSA exports private properties
342782	set RSA TCK Bug bundle properties event events incorrectly symbolicname	Bug TCK RSA events set properties incorrectly
369023	tracing pluginId plugin Trace org throwable NullPointerException Null Pointer Exception ecf eclipse crazy catching	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE Zoodiscovery Bug annoying service watchmanager unpublish needed unpublishing Harmless	Bug Zoodiscovery NPE unpublishing service
406064	high ZooDiscovery Zoo Discovery Discovery client server zookeeper percentage Zoo Bug processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client Rest content encoding ignores IRemoteCallable IRemote Callable remoteservice Client IRemoteCall IRemote Call	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service matching RemoteServiceAdmin Remote Service Admin import configs Service robust find Remote Bug	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi NPE Impl String Topics impl osgi iks Channel ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE Impl Message impl osgi service NPE ethz iks	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org listener IService eclipse Listener ecf discovery type internal register	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zookeeper Zoodiscovery client server connect closes reconnect remote reconnects	Bug Discovery Zookeeper Auto reconnect issue
471541	tests ClassCastException Class Cast Exception remote server JUnit problem service attachment caller Class	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf Discovery org remove discovery code empty existing replace removing	Bug remove code org eclipse ecf provider discovery
