90428	jabberserver Jabber hotmail username disables Join usernames button character login	Bug Jabber Provider Character allowed Jabber login names
316595	test service request retrieving lazily Discovery instances unit tests retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IServiceProperty IService Property IService Property allowed Discovery Bug property	Bug Discovery Whitespaces allowed property
327029	rosgi rosgiFoo rosgi Foo foo RemoteSrvs Remote Srvs method IFooService IFoo Service SmartProxyService Smart Proxy Service proxy original Foo	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem solution zookeeper bug port URI dev location mailing interest	Bug discovery zookeeper location URI include port
327379	factory RemoteCallFactory Remote Call Factory Factory rest RestCallFactory Rest Call Factory IRemoteCallFactory IRemote Call Factory Rest Remote IRemote Call	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi Remote implementation String Service simplified parameter incorrect idFilter Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	exception Serializable SerializableStatus Serializable Status Status Exception STATUS null org Throwable status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Discovery CompositeDiscoveryContainer Composite Discovery Container discovery Composite Container advertisers eclipse set locator	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery discovery ServiceResource Service Resource ecf Service resource broken Inet hostname hostnames	Bug Discovery resilient broken hostnames
329054	connect IConnect IConnectContext IConnect Context discovery Discovery Container provider containers Connect nested	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Container Containers Composite CompositeDiscoveryContainer Composite Discovery Container misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Zookeeper Discovery Bundle ZooDiscovery Zoo Discovery asynchronously startup timeout Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint ServiceProperties Service Properties devsosgi remoteserviceadmin osgi EndpointDescription Endpoint Description Endpoint remote Service RemoteServiceContainer Remote Service Container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker service ServiceA Service ecf Endpoint EndpointDescription Endpoint Description robjectClass robject Class robject osgi	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	restCall rest Call invokeRemoteCall invoke Remote Call HttpPutRequestType Http Request Type IRemoteService IRemote Service remote invoke containerFactory container Factory parameters Call adapter	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property properties Property private RSA TCK service foo intent exported	Bug TCK RSA exports private properties
342782	TCK RSA set event bundle incorrectly symbolicname Bug properties events	Bug TCK RSA events set properties incorrectly
369023	tracing Trace pluginId plugin eclipse ecf throwable ECF printStackTrace print Stack Trace catching Throwable	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE unpublish service watchmanager Harmless needed annoying Zoodiscovery thrown Bug	Bug Zoodiscovery NPE unpublishing service
406064	server client zookeeper ZooDiscovery Zoo Discovery high percentage Zoo Discovery zoodiscovery processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client Rest remoteservice Client IRemoteCall IRemote Call IRemote IRemoteCallable IRemote Callable encoding content	Bug RestClientService ignores content encoding Rest Client Service
414448	import imported importService import Service matching configs RemoteServiceAdmin Remote Service Admin error publish Service Remote	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Topics Impl impl topics OSGi osgi topicsAdded topics String NPE ChannelEndpointImpl Channel Endpoint Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service OSGi SERVICE Impl impl osgi Message MODIFIED iks ChannelEndpointImpl Channel Endpoint Impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener Discovery IService discovery type Service register org eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper reconnects disconnect client connect Connect closes server	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception tests server JUnit test remote caller problem service failing	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery discovery ecf org empty existing replace removing eclipse distribution	Bug remove code org eclipse ecf provider discovery
