90428	Jabber jabberserver Character Provider hotmail allowed Bug org login username	Bug Jabber Provider Character allowed Jabber login names
266120	getServiceTypeIDs Service Type IDs servicetypes Discovery IServiceTypeID IService Type JmDNS DNS Bug naming default authority IService	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server generic adapter Generic Adapter Server Bug supporrt remoteservice support	Bug server supporrt remoteservice container adapter generic server
270332	called DocShares Doc Shares patch Generic Bug docshare subject Created meaning ECF	Bug called DocShares ECF Generic group handling Doc Shares
273135	Log implementation StringBuffer String Buffer LogService Log Service invokes logging parameter Bug message misses	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer osgi Analyzer remotesrvs ExtensionPoint Extension Point Code Bug extensionPoints extension Points iks Comment	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP Discovery messages Bug version discard discards protocol	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser jSLP SLP bad SLP Discovery tags Bug Test attribute accept	Bug Discovery jSLP Test parser bad tags SLP
302407	remote remotesrvs OSGi Remote osgi NoSuchMethodException Method Exception Bug ServiceURL Service URL method Advertiser	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery suite DNS Bug Add DiscoveryTestsWithoutRegister Discovery Tests Register API checks	Bug Discovery DNS Add API checks null test suite
316595	test service Discovery retrieving instances lazily request Bug unit Defer	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IServiceProperty IService Property IService Discovery Property Bug allowed	Bug Discovery Whitespaces allowed property
327029	rosgi RemoteSrvs Remote Srvs foo rosgiFoo rosgi Foo OSGi Service IFooService IFoo Service Foo IFoo Smart	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem zookeeper solution location discovery URI port Bug bug include	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Factory IRemoteCallFactory IRemote Call Factory IRemote Call rest Bug Rest RestCallFactory Rest Call Factory	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote Service References incorrect String Bug unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	SerializableStatus Serializable Status exception Serializable Status org Exception status eclipse ecf core	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator Composite Container discovery advertisers Bug locator set	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery ServiceResource Service Resource discovery Service hostnames ecf broken resource Bug resilient	Bug Discovery resilient broken hostnames
329054	Discovery IConnect connect discovery Container provider IConnectContext IConnect Context providers Composite eclipse	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Container Composite Containers CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container ZooDiscovery Zoo Discovery Zookeeper Discovery Bug Slow Bundle	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint remoteserviceadmin ServiceProperties Service Properties osgi EndpointDescription Endpoint Description Endpoint devsosgi RemoteServiceContainer Remote Service Container Service services	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker proxy Endpoint robjectClass robject Class service remoteserviceadmin EndpointDescription Endpoint Description ServiceA Service classloader	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	invokeRemoteCall invoke Remote Call IRemoteService IRemote Service restCall rest Call invoke HttpPutRequestType Http Request Type createRestCall create Rest Call remote RestCallFactory Rest Call Factory Service containerFactory container Factory	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties someProperty Property Property private RSA TCK Bug exports exported service	Bug TCK RSA exports private properties
342782	TCK RSA set event Bug incorrectly properties events symbolicname bundle	Bug TCK RSA events set properties incorrectly
369023	tracing Trace eclipse pluginId plugin ecf NullPointerException Null Pointer Exception printStackTrace print Stack Trace org throwable ECF	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Bug Harmless thrown Zoodiscovery annoying unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client ZooDiscovery Zoo Discovery zookeeper Discovery high Bug Zoo percentage zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client Rest remoteservice Client IRemoteCall IRemote Call content ignores IRemoteCallable IRemote Callable encoding	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service RemoteServiceAdmin Remote Service Admin imported Bug matching Service robust configs find	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi Impl Topics impl topics osgi topicsAdded topics NPE ChannelEndpointImpl Channel Endpoint Impl String	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Impl Bug impl NPE osgi Message ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	discovery Discovery Listener listener org type IService eclipse ecf internal	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zoodiscovery Zookeeper reconnects Connect ClientCnxn Client Cnxn client reopened connect Discovery	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception JUnit tests caller Class server remote test Bug client	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery discovery ecf remove eclipse org Bug code provider dev	Bug remove code org eclipse ecf provider discovery
