90428	Jabber Provider Character ECF login hotmail org allowed user action	Bug Jabber Provider Character allowed Jabber login names
282667	CodeAnalyzer Code Analyzer ExtensionPoint Extension Point class Extension impl Bug Code bug comment ethz	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages version Bug Discovery versions discard formats	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	jSLP SLP parser SLP Bug Discovery attribute tags HTAB bad Test	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote remote remotesrvs Advertiser osgi Impl exception RemoteServiceImpl Remote Service Impl Service AdvertiserImpl Advertiser Impl	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery DNS API suite Bug Tests DiscoveryTestsWithoutRegister Discovery Tests Register Add checks	Bug Discovery DNS Add API checks null test suite
316595	Discovery service Bug Defer test retrieval instances unit request retrieving	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IService IServiceProperty IService Property Discovery Bug property Property allowed	Bug Discovery Whitespaces allowed property
327029	RemoteSrvs Remote Srvs OSGi foo Foo Smart rosgi Proxy proxy rosgiFoo rosgi Foo method	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	location zookeeper discovery solution Bug problem dev eclipse html mhonarc	Bug discovery zookeeper location URI include port
327379	IRemoteCallFactory IRemote Call Factory Factory RemoteCallFactory Remote Call Factory factory IRemote Call Remote remoteservice Bug rest	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References implementation osgi Service Remote idFilter Filter String incorrect Bug Filter	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status org Status core eclipse exception ecf Throwable status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Composite Container CompositeDiscoveryContainer Composite Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery Type ecf Description eclipse	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service ServiceResource Service Resource ecf resource hostnames Resource discovery broken hostname	Bug Discovery resilient broken hostnames
329054	Container provider Discovery IConnect discovery Composite ecf connect providers containers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container Discovery Composite Containers CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Bug instantiation	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery Zookeeper ZooDiscovery Zoo Discovery Container Slow Activator Bundle Bug startup	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	osgi Container endpoint Service devsosgi topology service objectClass object Class object remoteserviceadmin	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ecf Endpoint ServiceATracker Service ATracker remoteserviceadmin service proxy Bug classloader EndpointDescription Endpoint Description	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Parameters status containerFactory container Factory adapter HTTP registration invokeRemoteCall invoke Remote Call Call ICouchDB ICouch restCall rest Call	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA someProperty Property properties Property Bug TCK foo intent exports private	Bug TCK RSA exports private properties
342782	RSA TCK Bug set properties bundle events symbolicname event incorrectly	Bug TCK RSA events set properties incorrectly
369023	pluginId plugin tracing org Trace Throwable NullPointerException Null Pointer Exception Bug plugin util method	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service Bug watchmanager Zoodiscovery Harmless unpublishing annoying unpublish thrown	Bug Zoodiscovery NPE unpublishing service
406064	server client Discovery zookeeper percentage ZooDiscovery Zoo Discovery Zoo Bug high CPU	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client Client content remoteservice Rest IRemoteCallable IRemote Callable IRemoteCall IRemote Call ecf Service	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service Service RemoteServiceAdmin Remote Service Admin Bug configs error registration matching Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi Impl NPE ethz String impl Bug Channel Endpoint osgi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE NPE Message Impl service Bug ethz Remote impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org discovery Listener type listener Service ecf eclipse IService register	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	connection Zookeeper Zoodiscovery client ClientCnxn Client Cnxn Bug Discovery reconnects Client Connect	Bug Discovery Zookeeper Auto reconnect issue
471541	tests JUnit ClassCastException Class Cast Exception problem server service caller JVM client attachment	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf Discovery org Bug eclipse discovery distribution remove dev provider	Bug remove code org eclipse ecf provider discovery
