90428	Jabber jabberserver username usernames hotmail disables Provider Finish button Bug	Bug Jabber Provider Character allowed Jabber login names
255329	IService IServiceID IService Discovery JMDNS hostname JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery Fall null jmdns	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service IService Discovery IServiceID IService SLP service discovery Service optional Bug	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Discovery jmdns JMDNSDiscovery JMDNSDiscoveryContainer JMDNSDiscovery Container IServiceInfo IService Info Info Service exchanges create	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService Discovery Info IServiceInfo IService Info SLP throw SecurityException Security Exception Bug eclipse	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	status NPEs error update Created SDK NPE attachment Update number	NPE status code
259233	path URI Discovery lost discovery JMDNS Bug segment	Bug Discovery JMDNS URI path lost discovery
259389	Discovery SLP func tracker lookup atid group case aid scope	Bug Discovery SLP lookup scope case insensitive
265551	entire pause resource Pause paused PAUSE reads URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve tests	Bug pause reads entire resource HttpClient provider Http Client
266120	Discovery getServiceTypeIDs Service Type IDs JmDNS DNS naming default service set Bug IServiceTypeID IService Type Type	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	adapter server generic Generic class support IRemoteServiceContainerAdapter IRemote Service Container Adapter supporrt GenericServerContainer Generic Server Container remoteservice	Bug server supporrt remoteservice container adapter generic server
270332	called patch docshare fixed problems DocShares Doc Shares ECF Generic subject Hashtable	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation LogService Log Service invokes misses String parameter details StringBuffer String Buffer logging Log	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer osgi class Code remotesrvs bug iks Extension ExtensionPoint Extension Point interface	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP messages Discovery version discard Bug discards change	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags bad Discovery jSLP SLP Bug Test accept attribute SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	osgi remotesrvs NoSuchMethodException Method Exception java Service exception OSGi method remote invocation	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery DiscoveryTestsWithoutRegister Discovery Tests Register suite DNS Add API checks Bug	Bug Discovery DNS Add API checks null test suite
316595	service Discovery retrieving test Defer unit retrieval lazily request Bug	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Discovery allowed Bug IService Property IServiceProperty IService Property property	Bug Discovery Whitespaces allowed property
327029	rosgi IFooService IFoo Service OSGi method IFoo Smart foo rosgiFoo rosgi Foo proxy original	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	zookeeper discovery location port URI problem bug solution dev include	Bug discovery zookeeper location URI include port
327379	factory Call IRemoteCallFactory IRemote Call Factory RemoteCallFactory Remote Call Factory Factory Remote IRemote RestCallFactory Rest Call Factory Bug rest	Bug IRemoteCallFactory IRemote Call Factory
327582	osgi getRemoteServiceReferences Remote Service References implementation Remote String parameter Service simplify References simplified	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	SerializableStatus Serializable Status Serializable org exception ecf eclipse Status core status null	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery CompositeDiscoveryContainer Composite Discovery Container Composite Container advertisers CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator locator set discovery eclipse	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery discovery Service broken resilient hostnames ServiceResource Service Resource Listener eclipse Inet	Bug Discovery resilient broken hostnames
329054	Discovery discovery Container connect provider Composite IConnect IConnectContext IConnect Context org nested	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Discovery DiscoveryContainers Discovery Containers Composite CompositeDiscoveryContainer Composite Discovery Container Container Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container ZooDiscovery Zoo Discovery Bundle Slow Zookeeper asynchronously startup Bug	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	remoteserviceadmin endpoint Service osgi ecf service devsosgi null ServiceProperties Service Properties container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceATracker Service ATracker ServiceA Service remoteserviceadmin classloader EndpointDescription Endpoint Description osgi Provider proxy	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	invokeRemoteCall invoke Remote Call HTTP restCall rest Call RestClientService Rest Client Service status Service service method IRemote remote	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties RSA private TCK someProperty Property Property service Bug exports exported	Bug TCK RSA exports private properties
342782	TCK RSA set event properties bundle events Bug spec symbolicname	Bug TCK RSA events set properties incorrectly
369023	Trace tracing eclipse ecf org NullPointerException Null Pointer Exception ECF pluginId plugin printStackTrace print Stack Trace catching	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE unpublish service Zoodiscovery annoying watchmanager thrown unpublishing Bug needed	Bug Zoodiscovery NPE unpublishing service
406064	client high Discovery server percentage ZooDiscovery Zoo Discovery Zoo Bug zookeeper zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service client remoteservice content encoding ignores Rest IRemoteCallable IRemote Callable Client IRemote	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service RemoteServiceAdmin Remote Service Admin matching import configs Service robust find Remote imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE String Topics impl OSGi Impl osgi ChannelEndpointImpl Channel Endpoint Impl iks ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE OSGi service Message NPE ethz iks osgi MODIFIED Bug	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org discovery eclipse listener Discovery ecf Listener internal register DiscoveryServiceListener Discovery Service Listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zookeeper Zoodiscovery connection connect client disconnect reconnect remote reconnects Discovery	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception tests JUnit remote test problem Class service attachment failing	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf Discovery org remove discovery eclipse code empty existing replace	Bug remove code org eclipse ecf provider discovery
