90428	Jabber jabberserver Character Provider hotmail allowed Bug org login username	Bug Jabber Provider Character allowed Jabber login names
302407	remotesrvs ServiceURL Service URL Service osgi remote Advertiser Bug AdvertiserImpl Advertiser Impl method OSGi	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Tests Discovery suite DNS Bug Add DiscoveryTestsWithoutRegister Discovery Tests Register API checks	Bug Discovery DNS Add API checks null test suite
316595	test service Discovery retrieving instances lazily request Bug unit Defer	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces IServiceProperty IService Property IService Discovery Property Bug allowed	Bug Discovery Whitespaces allowed property
327029	Service IFooService IFoo Service rosgi rosgiFoo rosgi Foo IFoo RemoteSrvs Remote Srvs foo OSGi html Smart	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	problem zookeeper discovery mailing bug solution location html Bug posting	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Factory IRemoteCallFactory IRemote Call Factory IRemote Call rest Bug Rest RestCallFactory Rest Call Factory	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation Remote Service References incorrect String Bug unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status exception Status checkForSerializable check Serializable Exception org eclipse status ecf	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite Discovery CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator CompositeDiscoveryContainer Composite Discovery Container Container Instance ContainerTypeDescription Container Type Description create discovery createInstance create Instance	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery hostname Address Service ecf broken ServiceResource Service Resource discovery Bug resource	Bug Discovery resilient broken hostnames
329054	Composite Discovery IConnect connect Container discovery IConnectContext IConnect Context provider CompositeDiscoveryContainer Composite Discovery Container providers	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	DiscoveryContainers Discovery Containers CompositeDiscoveryContainer Composite Discovery Container Discovery Composite Container Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscovery Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container Discovery BundleActivator Bundle Activator Zookeeper start startup Bug Bundle	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	endpoint remoteserviceadmin RemoteServiceContainer Remote Service Container osgi EndpointDescription Endpoint Description Endpoint Service services devsosgi ecf	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker registerService register Service proxy service robjectClass robject Class objectClass object Class Endpoint remoteserviceadmin ServiceA Service	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	invokeRemoteCall invoke Remote Call restCall rest Call IRemoteService IRemote Service IRemote Service invoke requestType request Type IRemoteServiceRegistration IRemote Service Registration REQUEST Request	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties someProperty Property Property private RSA TCK Bug exports exported service	Bug TCK RSA exports private properties
342782	TCK RSA set event Bug incorrectly properties events symbolicname bundle	Bug TCK RSA events set properties incorrectly
369023	Trace eclipse java printStackTrace print Stack Trace shouldTrace Trace NullPointerException Null Pointer Exception tracing pluginId plugin org method	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service unpublish watchmanager Bug Harmless thrown Zoodiscovery annoying unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server client ZooDiscovery Zoo Discovery zookeeper Discovery high Bug Zoo percentage zoodiscovery	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service encoding Rest remoteservice UTF consumer rest client IRemoteCallable IRemote Callable content	Bug RestClientService ignores content encoding Rest Client Service
414448	import importService import Service RemoteServiceAdmin Remote Service Admin imported Bug matching Service robust configs find	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	OSGi updateTopics update Topics ChannelEndpointImpl Channel Endpoint Impl update Topics Endpoint Impl topics impl osgi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi SERVICE service Impl RemoteOSGiMessage Remote OSGi Message Bug handleMessage handle Message NPE osgi impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	DiscoveryServiceListener Discovery Service Listener discovery Discovery Listener org type eclipse listener IServiceTyped IService Typed ecf	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper disconnect Bug ClientCnxn Client Cnxn reopened Timeout client Discovery	Bug Discovery Zookeeper Auto reconnect issue
471541	ClassCastException Class Cast Exception JUnit tests callee Class server remote test Bug client	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery discovery Composite ecf remove CompositeDiscoveryContainer Composite Discovery Container org eclipse Bug code	Bug remove code org eclipse ecf provider discovery
