90428	jabberserver hotmail Character org allowed ECF Join login disables Jabber	Bug Jabber Provider Character allowed Jabber login names
328772	exception Status Serializable STATUS SerializableStatus Serializable Status Exception status	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery Discovery CompositeDiscoveryContainer Composite Discovery Container	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	resource discovery Discovery Resource ecf ECF Service ServiceResource Service Resource	Bug Discovery resilient broken hostnames
329054	connect IConnectContext IConnect Context Container IConnect provider discovery Discovery containers providers connects	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container Discovery Containers DiscoveryContainers Discovery Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo Zookeeper ZooDiscovery Zoo Discovery ZooDiscoveryContainer Zoo Discovery Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	ServiceProperties Service Properties remote Container devsosgi osgi EndpointDescription Endpoint Description endpoint Endpoint Pzl RemoteServiceContainer Remote Service Container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service ServiceATracker Service ATracker bcf objectClass object Class ecf robjectClass robject Class EndpointDescription Endpoint Description proxy Proxy Endpoint	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	containerFactory container Factory IRemoteService IRemote Service Parameters IContainerFactory IContainer Factory createParameters create Parameters parameters Parameter codes IRestCall IRest Call callable	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	someProperty Property Property properties	Bug TCK RSA exports private properties
342782	incorrectly RSA set Bug symbolicname event TCK bundle version events	Bug TCK RSA events set properties incorrectly
369023	Trace tracing plugin pluginId plugin throwable Throwable	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	Harmless NPE watchmanager Bug service needed unpublish unpublishing thrown Zoodiscovery	Bug Zoodiscovery NPE unpublishing service
406064	server zookeeper ZooDiscovery Zoo Discovery client Zoo	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	IRemoteCall IRemote Call rest Rest RestClientService Rest Client Service client remoteservice Client IRemoteCallable IRemote Callable IRemote	Bug RestClientService ignores content encoding Rest Client Service
414448	import imported	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	impl Impl osgi topicsAdded topics OSGi Topics topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	impl Impl osgi OSGi service SERVICE	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	type IService Listener discovery listener Discovery typed Typed Service IServiceTyped IService Typed	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	ClientCnxn Client Cnxn reconnects connection Connect server reopened Zoodiscovery closes Send sends	Bug Discovery Zookeeper Auto reconnect issue
471541	caller server client calls callee	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	discovery Discovery	Bug remove code org eclipse ecf provider discovery
