90428	jabberserver hotmail org Join disables Jabber button character servers action	Bug Jabber Provider Character allowed Jabber login names
328772	exception Status Serializable set checkForSerializable check Serializable org ecf SerializableStatus Serializable Status IMO check	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	vice CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator CDC Description Composite Instance org ContainerTypeDescription Container Type Description advertisers Discovery	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	exception broken Listener resolve Address org Discovery Service hostnames services	Bug Discovery resilient broken hostnames
329054	Context IConnectContext IConnect Context IConnect CDC Composite org Connect Discovery ecf nested	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container Composite misses Discovery Containers CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Creating Container Discovery Zoo ZooDiscoveryContainer Zoo Discovery Container	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	container DEVSOSGiHostContainerSelector DEVSOSGi Host Container Selector RemoteServiceContainer Remote Service Container remote uuid ServiceInfo Service Info Container Endpoint ERROR model	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Context Tracker registerService register Service ServiceA Service ServiceTracker Service Tracker Service ServiceAImpl Service AImpl EndpointDescription Endpoint Description services remote	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	request IRestCall IRest Call callable code getRemoteService Remote Service restCall rest Call Remote Factory invoke remote	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	exported RSA private Dotted service foo someProperty Property intent Property properties	Bug TCK RSA exports private properties
342782	RSA set event TCK spec properties	Bug TCK RSA events set properties incorrectly
369023	tracing void method printStackTrace print Stack Trace org src pluginId plugin ecf methodName method String	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	Harmless NPE needed unpublish service thrown annoying	Bug Zoodiscovery NPE unpublishing service
406064	server high processes zoodiscovery CPU client observe	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	UTF ecf Http String content Callable ignores Rest client Client	Bug RestClientService ignores content encoding Rest Client Service
414448	configs RemoteServiceAdmin Remote Service Admin import importService import Service imported Remote Service returns Admin matching	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	NPE Impl Topics topics Channel update ethz updateTopics update Topics iks impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi updating instance service SERVICE receives MODIFIED local	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	internal Listener org DiscoveryServiceListener Discovery Service Listener listener wildcards Discovery ecf Service type	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	disconnect server reopened Zoodiscovery remote plugging timeout Send network SendThread Send Thread	Bug Discovery Zookeeper Auto reconnect issue
471541	exception Cast test observation remote occurs Exception call trace problem	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Composite org release obsolete Discovery replace ecf services distribution removing	Bug remove code org eclipse ecf provider discovery
