ORderBy	
represented	-0.12777 0.12319 0.11051 0.24227 0.60247 -0.044441 0.064685 0.25906 -0.95417 -0.12334 -0.40362 -0.85614 0.35006 -0.074214 -0.26729 -0.25979 -0.0457 0.456 -0.75132 0.13134 0.2515 0.061859 0.87559 -0.29006 -0.34358 -0.86879 0.4544 -0.39135 0.40147 -0.28466 0.42392 0.69913 0.074097 -0.5038 0.66509 -0.35053 0.28834 0.49131 -0.59211 -0.34986 -0.38295 -0.44017 0.2578 -0.12102 0.077467 0.066702 1.0023 -0.17463 -0.28 -0.19573 0.091245 -0.044216 0.59402 0.17518 -0.51682 -1.5447 -0.21884 -0.50385 0.30797 0.59636 -0.29618 0.25985 -0.40279 0.045344 0.7592 -0.26823 0.1831 0.61175 0.44971 0.40412 0.27273 0.083913 -0.41486 0.20147 0.78592 -0.19515 0.12059 -0.58842 -0.66745 -0.32948 -0.17166 0.20858 0.36281 -0.36286 -0.80672 -0.65008 -0.19856 -0.39131 0.9055 -0.54329 -0.32735 -0.33219 -0.33426 0.22279 -0.19953 -0.022686 -0.51921 -0.032324 0.36326 -0.74207
TransactionId	
class	0.44507 1.1348 0.33681 0.033357 -1.0405 0.24413 0.43113 0.041197 -0.81321 1.1462 -0.041166 -0.56681 -0.37751 0.010833 -0.49384 -0.98461 0.2911 0.62519 0.0021157 0.076011 0.57661 -0.42666 0.026943 -0.31422 0.22591 -0.40706 -0.44773 -0.46698 0.071828 0.087351 -0.25286 1.0292 -0.17695 -0.57001 0.69949 0.49922 -0.23905 0.21815 0.067587 0.91464 -0.62297 -0.85661 -0.1409 -0.61247 0.66159 0.090501 0.19563 0.35387 0.18804 0.30706 -0.73807 0.019089 -0.32798 0.51793 -0.003088 -1.7927 0.08279 -0.13564 2.0857 0.16076 -0.41443 0.42641 0.055687 0.03359 0.74283 -0.19547 0.53011 0.19503 0.44296 0.54503 -0.030984 -0.49682 -0.11398 0.085998 -0.046392 0.92739 0.088696 -0.28703 -0.72927 -1.1755 -0.26028 -0.55622 -0.026987 -0.20324 -0.81465 -0.12299 -1.1006 -1.5845 -0.18962 -0.32423 -0.99665 -0.060921 0.43139 0.38787 0.24177 0.29155 -0.080935 -0.70294 0.47778 -0.33316
Transaction	0.49706 -0.44749 0.09198 0.21649 0.064174 -0.78049 0.14889 0.036681 0.392 -0.01048 0.64041 1.151 0.15462 -0.82635 -0.23142 -0.36606 -0.015004 0.51405 0.37799 0.21632 -0.37012 -0.67538 -0.4785 0.074351 -0.10979 -0.41693 0.24786 0.29489 -0.83304 -0.4681 0.032466 1.0065 0.032814 -0.88237 0.29284 -0.18012 0.56411 -0.37343 0.17628 -0.74627 0.95214 -0.96225 -0.090985 0.27676 -0.76943 0.083943 -0.20795 -0.46248 -0.22564 -0.82249 0.66159 0.17672 0.62558 0.0090711 -0.50544 -0.96829 -0.13467 -0.81892 1.8521 0.43373 -0.4061 -0.31417 -0.35137 -0.34154 0.07576 -0.71542 0.23293 0.55606 0.61011 -0.50795 -0.45395 -0.46121 0.13696 0.043304 0.038589 -0.36324 -0.43057 -0.74046 -1.0115 0.15597 0.63726 -0.046159 0.17335 0.072455 -1.063 -0.19818 0.3977 -0.86712 0.23952 -0.37531 -0.56544 0.10129 -0.51231 -0.23576 0.48314 0.58641 0.70564 -0.059017 0.29136 0.099088

problem	-0.29581 0.30855 0.82131 0.0085845 -0.66401 -0.069684 0.085665 -0.46486 1.179 0.03124 -0.16966 0.19938 0.24664 0.16489 -0.35447 -0.33572 -0.44905 0.21919 -0.036618 -0.65902 -0.43739 -0.09481 -0.031618 -0.15844 0.014121 0.038115 0.18901 -0.61176 -0.59838 0.071352 -0.36706 0.14968 0.39045 0.049271 0.10153 0.13062 -0.038567 0.2845 0.51043 -0.22678 -0.74117 0.32308 0.26895 -0.77992 -0.28285 0.09795 0.527 -0.016245 -0.71906 -0.32505 0.63978 -0.21855 -0.66017 1.2624 0.32059 -2.2355 -0.091599 -0.10159 1.6238 0.73467 0.020861 0.24514 -0.327 -0.16384 1.3841 0.46869 0.58052 -0.35346 0.41557 -0.058828 -0.28866 -0.020676 -0.29129 0.063786 0.70216 -0.2204 -0.089771 0.29046 -0.86696 0.74243 0.57275 -0.14929 -0.73445 -0.21592 -1.772 0.17907 -0.36801 -0.17197 -1.1736 -0.55531 -0.59886 0.2586 -0.55728 -0.088817 0.21041 0.46815 0.079753 -0.35043 0.69074 -0.058652
order	-0.034057 -0.43131 -0.19716 0.46429 -0.10513 0.53612 -0.48987 -0.30831 -0.49893 0.36651 -0.19352 -0.11855 0.31087 0.23738 -0.35699 -0.37677 0.60825 0.56713 -0.6612 0.40612 -0.043963 -0.93474 0.4853 -0.19031 0.46714 -0.015579 -0.38304 -0.51897 0.16811 -0.068862 0.29067 -0.031393 -0.31108 -0.43114 -0.33586 0.39899 0.20414 -0.53229 -0.35693 -0.33847 -0.43594 0.040716 0.2285 -0.91157 0.16134 -0.16923 -0.19384 -0.20617 0.091049 -0.6711 0.36988 0.16965 0.024592 1.3771 -0.15788 -2.1277 -0.28285 -0.15612 2.3049 0.50289 -0.63042 -0.10613 -0.084574 0.092476 1.2218 -0.18183 -0.76381 0.23732 0.40246 -0.41733 0.073375 -0.4046 -0.19212 -0.7337 0.57635 0.48449 -0.59015 0.086238 -0.76147 0.151 0.29896 -0.38905 -0.73351 0.13635 -1.1779 -0.018747 0.44691 -0.44374 0.21153 0.07235 -0.49581 -0.58365 0.13184 -0.33582 -0.27479 -0.25103 0.33756 -0.65422 -0.021066 0.0042945
generated	-0.3551 0.61159 0.40354 -0.30346 1.0204 0.28777 0.046816 -0.034553 -0.12893 -0.074249 0.10727 -0.19479 -0.063523 -0.75027 0.42715 -0.45633 -0.76172 0.77323 0.68187 0.21066 0.29408 -0.12553 -0.15135 0.30839 -0.48917 -0.52404 0.59371 1.2664 -0.30907 -0.5762 0.27514 0.50777 -0.39062 0.25757 -0.0893 -0.15103 0.21133 -0.27879 -0.68349 -0.02852 -0.0058575 -0.58701 -0.66566 0.18448 0.41667 -0.33647 0.13862 0.057642 0.54401 -0.76234 0.0050293 -0.23999 0.43087 0.52381 0.50685 -1.4791 0.12117 0.032154 1.1894 -0.015932 0.33613 0.52273 -0.23071 -0.052039 0.74722 0.50197 0.36436 -0.43899 1.0721 -0.27032 0.377 0.24054 0.055657 0.3126 0.11249 0.43645 0.66034 -0.53341 -1.2267 0.98209 0.60627 -0.062013 -0.66081 -0.33519 -0.94121 0.20608 0.44721 -0.68628 -0.15486 -0.63342 -0.46402 0.079585 -0.57796 -0.57387 0.58384 -0.083883 -0.024405 -0.31712 0.52271 -0.41126
SQL	0.058159 0.70992 0.39835 -0.29015 0.81616 1.0189 -0.43987 -0.10624 -0.23208 -0.22181 0.54449 0.58451 -0.30746 -0.022925 -0.12848 0.98207 0.11057 0.84005 -0.17385 0.18474 -0.85543 -0.74884 0.80435 1.9335 -0.63806 0.25209 0.61351 0.25115 -0.12716 -0.22011 0.66771 1.0056 -0.55947 -0.38889 1.0646 0.22 0.12824 -0.16825 1.1017 -0.2652 -0.44343 -0.29119 0.072865 0.96813 0.3283 0.62573 0.83486 -0.96962 -0.34401 -0.11098 -0.30882 0.66335 0.50046 -0.38031 0.58355 0.17567 0.32503 -0.442 0.68305 -0.37146 -0.32216 -0.41303 -0.82007 0.42091 -0.032351 -0.95516 0.53148 0.26018 0.5197 0.36117 -1.1966 0.12427 0.63045 -0.35234 0.26837 -0.63444 0.014457 0.32736 -0.37669 -0.65219 -0.025197 -0.71276 -0.57613 0.18719 0.025617 0.83253 0.75953 -0.30978 -0.17035 0.83858 0.74347 1.2194 0.02752 0.44025 2.4054 0.44163 -0.41075 -0.18586 0.74683 0.72414
columns	-1.1243 1.204 -0.64891 -0.2782 0.50365 1.1113 -0.56715 -0.018966 0.14249 0.089604 1.169 -0.41492 0.23092 0.6037 -0.53265 0.17323 -0.58476 -0.47651 -0.23261 -0.98206 0.17113 -0.084386 -0.93214 0.55102 1.3704 -0.7276 0.34529 0.22048 -0.27156 -0.038621 0.64506 -0.37159 0.31902 -0.4472 0.25833 0.46612 0.28636 -0.41727 -0.2552 0.61115 0.14399 0.039755 -0.85123 0.10283 0.3919 -0.44239 -1.0683 -0.55383 0.63315 0.073257 0.87724 0.26819 0.31746 0.51055 0.57233 -0.88481 0.72968 -0.48025 1.0991 0.70063 -0.6858 0.97697 -0.24945 0.28412 0.67957 0.16598 0.46517 0.29848 0.057794 -0.20233 0.18095 0.31271 0.43609 -0.48551 -0.28573 0.067895 0.90889 1.3712 -0.055581 -0.37626 -0.29839 0.34274 -0.20545 -0.29452 0.20387 -0.65421 0.35898 -0.83996 -0.015576 -0.51172 0.35694 -0.12113 0.032097 0.34114 -0.57269 -0.60155 -0.59296 -0.75256 0.57106 1.0081
mapped	-1.7296 -0.11076 0.10419 0.63599 0.28374 -0.68013 0.35809 0.45654 -0.39032 0.089029 0.88134 0.65637 0.16377 -0.62292 1.0236 0.7177 0.49381 0.28598 -0.68546 -0.8519 -0.32242 1.2058 0.37686 0.3334 -0.88722 -0.53329 0.10231 0.45502 -0.142 -0.98446 -0.10236 0.76651 0.41854 0.45138 0.65895 -0.0080888 -0.42025 -0.36331 -0.24161 -0.19627 -0.36895 -0.041627 -0.11162 1.1587 -0.74906 0.9538 0.45574 0.13391 -0.16168 0.67697 0.34037 0.2533 0.53378 0.6522 -0.064727 -0.40985 0.31193 -0.27754 0.25689 -0.33912 0.4119 1.1956 0.34964 -0.12906 0.97476 0.29842 -0.66867 0.64906 0.6517 0.17174 0.14382 0.19563 0.36845 -0.047385 0.10428 -0.46214 0.13384 0.3623 -0.42724 -0.11907 -0.48085 0.43453 -0.07702 0.64147 -0.34476 -0.20946 1.28 -0.60346 -0.0037461 -0.20902 -0.79304 0.033916 -0.79204 -0.39226 -0.15935 0.10107 -0.57713 -0.5938 -0.69926 -0.47294
