90428	Jabber hotmail user jabberserver group username Join usernames ECF disables	Bug Jabber Provider Character allowed Jabber login names
257926	JSLPServiceInfo JSLPService Info SecurityException Security Exception JSLPService Security IServiceInfo IService Info eclipse jslp Info IService provider	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error SDK NPEs Install Release Eclipse update EMF Modelling Framework	NPE status code
259233	path discovery URI Discovery lost JMDNS segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func detail aid sourceforge SLP tracker case scope group atid	Bug Discovery SLP lookup scope case insensitive
265551	Pause resource tests TIME Test Resume URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve transfer PAUSE	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs service servicetypes Type Service authority naming default ECF Discovery	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	IRemoteServiceContainerAdapter IRemote Service Container Adapter class adapter Container server GenericServerContainer Generic Server Container support Generic Server IRemote	Bug server supporrt remoteservice container adapter generic server
270332	patch problems attachment docshare fixed subject called attached meaning details	Bug called DocShares ECF Generic group handling Doc Shares
273135	implementation String StringBuffer String Buffer Log Buffer LogService Log Service Service parameter details println	Bug LogService implementation misses details logging Log Service
282667	bug CodeAnalyzer Code Analyzer Code Extension Wojciech OSGI class ExtensionPoint Extension Point service impl	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLPv version SLP messages jSLP SLP formats discard change versions Discovery	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	tags parser attribute HTAB bad jSLP SLP Discovery Bug Test accept	Bug Discovery jSLP Test parser bad tags SLP
302407	exception java Service Impl Method lang happen slp ServiceURL Service URL coconut	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery DiscoveryTestsWithoutRegister Discovery Tests Register Tests API DNS Register checks Execute suite	Bug Discovery DNS Add API checks null test suite
316595	service retrieving instances Discovery Defer request retrieval lazily Bug unit	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property IService property Discovery Bug allowed IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	method IFooService IFoo Service foo rosgi rosgiFoo rosgi Foo proxy OSGi Smart Proxy SmartProxyService Smart Proxy Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	location bug dev mailing port solution zookeeper interest URI eclipse	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory factory Remote Factory RestCallFactory Rest Call Factory IRemoteCallFactory IRemote Call Factory remoteservice Call RemoteCalls Remote Calls rest	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References implementation Service osgi idFilter Filter parameter Remote Filter String incorrect	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status Status Throwable core STATUS org ecf null exception	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Discovery Container Composite CompositeDiscoveryContainer Composite Discovery Container discovery provider CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator eclipse Instance ecf	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	Discovery Service discovery hostname ServiceResource Service Resource resource Address Listener hostnames getInetAddress Inet Address	Bug Discovery resilient broken hostnames
329054	Container provider containers Discovery discovery ContainerConnectException Container Connect Exception Composite CompositeDiscoveryContainer Composite Discovery Container ecf connect	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container Discovery DiscoveryContainers Discovery Containers Composite Container Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery Zoo ZooDiscoveryContainer Zoo Discovery Container Bundle Container startup Zookeeper BundleActivator Bundle Activator asynchronously Activator	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service devsosgi service endpoint osgi container ERROR Container ecf remoteserviceadmin	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service osgi propsA props Endpoint property class props ServiceATracker Service ATracker	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service IRemote status Call restCall rest Call registration Factory adapter Remote	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA properties private someProperty Property foo intent Property exported service Dotted	Bug TCK RSA exports private properties
342782	TCK RSA properties bundle event set version symbolicname events spec	Bug TCK RSA events set properties incorrectly
369023	Trace pluginId plugin git method org ecf String option eclipse printStackTrace print Stack Trace	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE service needed watchmanager annoying Zoodiscovery Harmless unpublish thrown Bug	Bug Zoodiscovery NPE unpublishing service
406064	client percentage server CPU Discovery processes Zoo zoodiscovery zookeeper high	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service Service content client org remoteservice Client UTF Http encoding	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service error Service configs RemoteServiceAdmin Remote Service Admin import Remote Admin matching registration	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Channel NPE Impl Endpoint Topics String ChannelEndpointImpl Channel Endpoint Impl ethz update impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	SERVICE service OSGi Message NPE MODIFIED instance handleMessage handle Message ethz Channel	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Service listener Listener org register discovery Discovery eclipse ecf DiscoveryServiceListener Discovery Service Listener	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zookeeper connection Zoodiscovery client application case services Thread event connect	Bug Discovery Zookeeper Auto reconnect issue
471541	tests problem service JVM test JUnit ClassCastException Class Cast Exception failing unit type	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery ecf org eclipse distribution dev discovery removing provider Composite	Bug remove code org eclipse ecf provider discovery
