90428	Jabber jabberserver hotmail username user usernames login action disables group	Bug Jabber Provider Character allowed Jabber login names
233808	IService provider Test Discovery IDIService testAddServiceListenerIServiceTypeIDIServiceListener test Add Service Listener IService Type IDIService Listener Service Listener discovery SLP	Bug Discovery SLP org eclipse ecf tests discovery DiscoveryTest testAddServiceListenerIServiceTypeIDIServiceListener fails SLP provider Discovery Test test Add Service Listener IService Type IDIService Listener
238970	MSN CPU bug bit sun report usage Eclipse seconds java	Bug MSN CPU usage increases connecting
242950	IRCChannelContainer IRCChannel Container IRCChannel Container targetID target NPE IRC timeouts Timeout plugin irc	Bug IRCChannelContainer throws NPE disconnect connection timeouts IRCChannel Container
250717	IResourceID IResource IResource URI core mailing dev eclipse mhonarc interface org	Bug api add IResourceID IResource
254833	BundleContext Bundle Context Bundle jslp eclipse system service consumer SLP resources slp	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	IServiceID IService IService JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNSDiscovery registerService register Service getServiceName Service Service hostname jmdns IServiceInfo IService Info	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	IServiceID IService getServiceName Service service discovery Service IService fall Discovery SLP fine	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNS Info Service JMDNSDiscovery jmdns Container JMDNSDiscoveryContainer JMDNSDiscovery Container weight priority Discovery	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info JSLPService SecurityException Security Exception jslp IServiceInfo IService Info Info eclipse Security IService Discovery	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	error SDK Framework NPEs Eclipse EMF log code Install Graphical	NPE status code
259233	discovery URI Discovery path JMDNS lost segment Bug	Bug Discovery JMDNS URI path lost discovery
259389	func aid SLP tracker case sourceforge scope detail atid Discovery	Bug Discovery SLP lookup scope case insensitive
265551	tests URLRetrievePauseResumeTest URLRetrieve Pause Resume Test resource Pause Http transfer URLRetrieve pause TIME provider	Bug pause reads entire resource HttpClient provider Http Client
266120	getServiceTypeIDs Service Type IDs servicetypes service Type Service Discovery authority JmDNS DNS ECF set	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	IRemoteServiceContainerAdapter IRemote Service Container Adapter adapter GenericServerContainer Generic Server Container Generic server IRemote class support Container generic	Bug server supporrt remoteservice container adapter generic server
270332	patch problems docshare attachment called fixed meaning Doc group channels	Bug called DocShares ECF Generic group handling Doc Shares
273135	StringBuffer String Buffer implementation Log String Buffer LogService Log Service Service details parameter message	Bug LogService implementation misses details logging Log Service
282667	CodeAnalyzer Code Analyzer bug Extension class ExtensionPoint Extension Point Code service point Wojciech OSGI	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	SLP SLPv jSLP SLP version messages Discovery versions formats discard Bug	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser tags attribute bad jSLP SLP HTAB Discovery Bug Test SLP	Bug Discovery jSLP Test parser bad tags SLP
302407	Service exception Impl java ServiceURL Service URL Method inheritance org type ethz	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery Tests DiscoveryTestsWithoutRegister Discovery Tests Register API DNS checks Register Add suite	Bug Discovery DNS Add API checks null test suite
316595	service lazily Discovery test Defer retrieval Bug unit request retrieving	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces Property IService property Discovery Bug allowed IServiceProperty IService Property	Bug Discovery Whitespaces allowed property
327029	rosgi IFooService IFoo Service SmartProxyService Smart Proxy Service Proxy method foo OSGi rosgiFoo rosgi Foo Smart Service	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	bug solution dev zookeeper location mailing problem port interest mhonarc	Bug discovery zookeeper location URI include port
327379	RemoteCallFactory Remote Call Factory Remote factory Factory IRemoteCallFactory IRemote Call Factory remoteservice Call RemoteCalls Remote Calls RestCallFactory Rest Call Factory IRemote	Bug IRemoteCallFactory IRemote Call Factory
327582	getRemoteServiceReferences Remote Service References osgi implementation idFilter Filter Remote incorrect Service parameter unnecessary String	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	Serializable SerializableStatus Serializable Status Throwable org Status checkForSerializable check Serializable core exception Exception eclipse	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	Composite CompositeDiscoveryContainer Composite Discovery Container Discovery Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator discovery eclipse ecf provider Type	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	hostname Discovery Address Service ServiceResource Service Resource discovery Inet getInetAddress Inet Address URI Listener	Bug Discovery resilient broken hostnames
329054	provider Container CompositeDiscoveryContainer Composite Discovery Container Discovery Composite IConnect containers discovery connect IConnectContext IConnect Context	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	CompositeDiscoveryContainer Composite Discovery Container Composite DiscoveryContainers Discovery Containers Discovery Containers Container instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Discovery Bundle startup Zookeeper BundleActivator Bundle Activator Container Activator Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint osgi devsosgi services ecf ERROR remoteserviceadmin container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi propsA props property EndpointDescription Endpoint Description props ecf	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service restCall rest Call IRemote Call Factory status remoteService remote Service Container adapter	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties RSA someProperty Property Property foo private intent service TCK exports	Bug TCK RSA exports private properties
342782	TCK RSA bundle event properties set events symbolicname version Bug	Bug TCK RSA events set properties incorrectly
369023	Trace org printStackTrace print Stack Trace git pluginId plugin option eclipse Pointer method ecf	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service annoying NPE watchmanager unpublish Zoodiscovery Harmless needed Bug unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	client server percentage Discovery Zoo zoodiscovery zookeeper high CPU processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service UTF Service client remoteservice encoding Client content HttpPostRequestType Http Post Request Type org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service error Service import configs RemoteServiceAdmin Remote Service Admin matching registration Remote Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Channel NPE Endpoint ChannelEndpointImpl Channel Endpoint Impl String Impl update updateTopics update Topics ethz Topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi Message NPE handleMessage handle Message ethz Channel Remote impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener register discovery Service org Discovery DiscoveryServiceListener Discovery Service Listener ecf eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper client case application disconnect event Exception services	Bug Discovery Zookeeper Auto reconnect issue
471541	tests JUnit problem service JVM test unit forums server ClassCastException Class Cast Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery eclipse org dev ecf distribution discovery removing Composite provider	Bug remove code org eclipse ecf provider discovery
