90428	Jabber jabberserver hotmail username user usernames login action disables group	Bug Jabber Provider Character allowed Jabber login names
331740	CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Discovery Composite Containers Container instantiation misses Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Discovery Bundle startup Zookeeper BundleActivator Bundle Activator Container Activator Slow	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service endpoint devsosgi osgi ERROR services ecf remoteserviceadmin container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service ServiceATracker Service ATracker osgi propsA props property props ecf EndpointDescription Endpoint Description	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service restCall rest Call IRemote Call Factory status remoteService remote Service Container adapter	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	properties RSA someProperty Property Property foo private intent service TCK exports	Bug TCK RSA exports private properties
342782	TCK RSA bundle event properties set events symbolicname version Bug	Bug TCK RSA events set properties incorrectly
369023	Trace org printStackTrace print Stack Trace git pluginId plugin eclipse option Pointer method ecf	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service annoying NPE watchmanager unpublish Zoodiscovery Harmless needed Bug unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	client server percentage Discovery Zoo zoodiscovery zookeeper high CPU processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	RestClientService Rest Client Service UTF Service remoteservice client encoding Client content HttpPostRequestType Http Post Request Type org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service error Service import configs RemoteServiceAdmin Remote Service Admin matching registration Remote Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Channel NPE Endpoint ChannelEndpointImpl Channel Endpoint Impl String Impl update updateTopics update Topics ethz Topics	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi Message NPE handleMessage handle Message ethz Channel Remote impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	Listener listener register discovery Service org Discovery DiscoveryServiceListener Discovery Service Listener ecf eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery Zookeeper connection client case application disconnect event Exception services	Bug Discovery Zookeeper Auto reconnect issue
471541	tests JUnit problem service JVM test unit forums server ClassCastException Class Cast Exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	Discovery eclipse org dev ecf distribution discovery removing Composite provider	Bug remove code org eclipse ecf provider discovery
