90428	Jabber user jabberserver hotmail ECF action usernames login Provider username	Bug Jabber Provider Character allowed Jabber login names
331740	CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers Container Discovery Composite Containers Bug instantiation	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Zoo ZooDiscoveryContainer Zoo Discovery Container Discovery Container Activator startup BundleActivator Bundle Activator Bundle start Zookeeper	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	Service service services endpoint osgi devsosgi ERROR endpointDescription endpoint Description Endpoint Container	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	Service service ServiceA Service EndpointDescription Endpoint Description ServiceATracker Service ATracker Endpoint propsA props props property class	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	Service service restCall rest Call IRemote Call Factory status Parameters remoteService remote Service class	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	Property someProperty Property properties RSA foo intent private exports Bug service	Bug TCK RSA exports private properties
342782	TCK RSA event bundle properties events symbolicname version Bug set	Bug TCK RSA events set properties incorrectly
369023	Trace printStackTrace print Stack Trace java util method plugin org eclipse pluginId plugin option	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	service annoying Harmless watchmanager NPE unpublish Bug Zoodiscovery	Bug Zoodiscovery NPE unpublishing service
406064	client server percentage Discovery zoodiscovery CPU Zoo zookeeper Bug cpu	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	Service RestClientService Rest Client Service UTF Client remoteservice HttpPostRequestType Http Post Request Type client encoding consumer org	Bug RestClientService ignores content encoding Rest Client Service
414448	importService import Service import Service error registration configs Admin imported RemoteServiceAdmin Remote Service Admin Bug	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	ChannelEndpointImpl Channel Endpoint Impl Endpoint Channel updateTopics update Topics ethz NPE Impl update String OSGi	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	service SERVICE OSGi Message NPE Channel Remote handleMessage handle Message instance ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	discovery Listener DiscoveryServiceListener Discovery Service Listener Discovery Service listener register org ecf type	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery connection Zookeeper startConnect start Connect client case event Connect Thread application	Bug Discovery Zookeeper Auto reconnect issue
471541	JUnit tests problem service JVM forums test possibility unit exception	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	eclipse dev Discovery discovery distribution provider org ecf Composite CompositeDiscoveryContainer Composite Discovery Container	Bug remove code org eclipse ecf provider discovery
