90428	jabberserver hotmail Jabber disables Join button character login Character username	Bug Jabber Provider Character allowed Jabber login names
254833	SLP delayed internal ecf accesses Bundle provider eagerly consumer ethz	Bug Discovery SLP org eclipse ecf internal provider jslp Activator start BundleContext activate jSLP eagerly Bundle Context SLP
255329	ecf hostname registerService register Service container JMDNSDiscoveryContainer JMDNSDiscovery Container JMDNS JMDNSDiscovery IService IServiceID IService jmdns	Bug Discovery JMDNS Fall hostname IServiceID getServiceName null IService Service
255347	getServiceName Service Discovery eclipse isn set ecf Service optional discovery service	Bug Discovery SLP optional IServiceID getServiceName isn set service discovery registration IService Service
255352	JMDNSDiscovery Discovery container IServiceInfo IService Info createServiceInfoFromIServiceInfo create Service Info IService Info JMDNSDiscoveryContainer JMDNSDiscovery Container Service Info JMDNS org	Bug Discovery JMDNS JMDNS exchanges priority weight
257926	JSLPServiceInfo JSLPService Info SecurityException Security Exception Info Discovery container ecf Security doesn eclipse throw	Bug Discovery SLP JSLPServiceInfo IServiceInfo doesn throw SecurityException JSLPService Info IService Info Security Exception
258488	log error dialogs update Created Eclipse SDK dialog attachment NPE	NPE status code
259233	path JMDNS lost Bug Discovery segment discovery URI	Bug Discovery JMDNS URI path lost discovery
259389	Discovery lookup SLP sourceforge scope func atid insensitive case tracker	Bug Discovery SLP lookup scope case insensitive
265551	entire Http paused Pause URLRetrievePauseResumeTest URLRetrieve Pause Resume Test URLRetrieve provider resource patch test	Bug pause reads entire resource HttpClient provider Http Client
266120	transfered set types getServiceTypeIDs Service Type IDs JmDNS DNS Discovery include don Type default	Bug Discovery JmDNS IServiceTypeID default naming authority set DNS IService Type
267481	server Generic Server adapter class IRemoteServiceContainerAdapter IRemote Service Container Adapter GenericServerContainer Generic Server Container support generic Container	Bug server supporrt remoteservice container adapter generic server
270332	called patch attachment subject Generic Doc DocShares Doc Shares Created adding docshare	Bug called DocShares ECF Generic group handling Doc Shares
273135	Log implementation String constructed invokes Buffer logging Service message misses	Bug LogService implementation misses details logging Log Service
282667	ExtensionPoint Extension Point Code issue named exception type arrays String interface class	Bug remotesrvs osgi class parsing exception ethz iks osgi impl CodeAnalyzer Code Analyzer
296107	discard version formats change Discovery read messages SLP marked log	Bug Discovery jSLP discard SLP protocol messages version SLP
302394	parser bad Test Discovery Bug tags jSLP SLP SLP attribute accept	Bug Discovery jSLP Test parser bad tags SLP
302407	Remote exception osgi Service Impl ethz java slp happen remote	Bug remotesrvs osgi remote method invocation fails mismatch caused parameter type inheritance org eclipse ecf internal provider osgi RemoteServiceImpl callSync Remote Service Impl call Sync
314558	test Discovery DiscoveryTestsWithoutRegister Discovery Tests Register Add Tests checks Execute DNS null API	Bug Discovery DNS Add API checks null test suite
316595	request Discovery lazily retrieving unit test instances service tests retrieval	Bug Discovery Defer service retrieval unit tests
318075	Whitespaces allowed Bug Discovery IServiceProperty IService Property property IService Property	Bug Discovery Whitespaces allowed property
327029	method declare IFooService IFoo Service proxy IFoo SmartProxyService Smart Proxy Service foo rosgi called Javadoc	Bug OSGi RemoteSrvs Smart Proxy delegate original method Remote Srvs
327060	mailing dev interest URI msg zookeeper solution problem include ecf	Bug discovery zookeeper location URI include port
327379	factory Remote Call Factory rest IRemoteCallFactory IRemote Call Factory RestCallFactory Rest Call Factory IRemote RemoteCallFactory Remote Call Factory Rest	Bug IRemoteCallFactory IRemote Call Factory
327582	Remote getRemoteServiceReferences Remote Service References implementation String osgi Service simplified incorrect idFilter Filter unnecessary	Bug osgi simplify implementation getRemoteServiceReferences Remote Service References
328772	set null org Serializable Throwable exception SerializableStatus Serializable Status STATUS Status ecf	Bug org eclipse ecf core status SerializableStatus STATUS exception org eclipse ecf core status SerializableStatus checkForSerializable Throwable null Serializable Status Serializable Status check Serializable
328998	advertisers Container CompositeDiscoveryContainerInstantiator Composite Discovery Container Instantiator ecf Composite provider Instance set Discovery Description	Bug Discovery Composite CompositeDiscoveryContainer advertisers set locator Composite Discovery Container
328999	resource Discovery discovery broken Service Inet eclipse Listener resilient getInetAddress Inet Address	Bug Discovery resilient broken hostnames
329054	provider connect connects Container nested discovery handle Connect containers Discovery	Bug Discovery Composite org eclipse ecf provider discovery CompositeDiscoveryContainer connect IConnectContext handle ContainerConnectExceptions nested discovery providers Composite Discovery Container IConnect Context Container Connect Exceptions
331740	Container Containers Discovery Composite CompositeDiscoveryContainer Composite Discovery Container DiscoveryContainers Discovery Containers misses instantiation Bug	Bug Discovery Composite CompositeDiscoveryContainer misses DiscoveryContainers Composite Discovery Container Discovery Containers
332852	Discovery asynchronously Bundle ZooDiscoveryContainer Zoo Discovery Container Slow BundleActivator Bundle Activator Creating timeout Zoo start	Bug Discovery ZooDiscovery Slow Zookeeper startup timeout BundleActivator start Zoo Discovery Bundle Activator
337345	remote Service devsosgi Container service ecf Containers endpoint exported osgi	Bug remoteserviceadmin Service Info null publish endpointDescription endpoint Description
337643	proxy Service service osgi Provider ServiceA Service ecf property propsA props props	Bug remoteserviceadmin classloader proxy creation access IRemoteServiceProxy IRemote Service Proxy
342002	remote registration adapter Call call code IRemote service Service status	Bug RestClientService invokeRemoteCall throws exception successful HTTP operation returns HTTP status Rest Client Service invoke Remote Call
342352	RSA private exported foo someProperty Property exports intent service TCK properties	Bug TCK RSA exports private properties
342782	set RSA bundle TCK event incorrectly symbolicname Bug properties events	Bug TCK RSA events set properties incorrectly
369023	ecf String pluginId plugin tracing catching Identifier static Version Null Build	Bug NullPointerException tracing org eclipse ecf core util Trace catching Null Pointer Exception
371768	NPE watchmanager needed Harmless unpublish service Zoodiscovery annoying Bug unpublishing	Bug Zoodiscovery NPE unpublishing service
406064	server high percentage Discovery client CPU Zoo zookeeper ZooDiscovery Zoo Discovery processes	Bug Discovery ZooDiscovery high cpu percentage server client zookeeper Zoo Discovery
408030	client IRemote RestClientService Rest Client Service encoding content IRemoteCallable IRemote Callable ignores remoteservice Rest Client	Bug RestClientService ignores content encoding Rest Client Service
414448	import matching configs importService import Service error publish Service Remote imported RemoteServiceAdmin Remote Service Admin	Bug RemoteServiceAdmin importService robust face matching configs Remote Service Admin import Service
419902	Topics String NPE Channel update Impl OSGi osgi topics impl	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl updateTopics String String Channel Endpoint Impl update Topics
420433	OSGi Message Impl NPE handleMessage handle Message SERVICE osgi impl iks ethz	Bug OSGi NPE ethz iks osgi impl ChannelEndpointImpl handleMessage RemoteOSGiMessage SERVICE MODIFIED received SERVICE Channel Endpoint Impl handle Message Remote OSGi Message
426497	org listener Listener internal ecf DiscoveryServiceListener Discovery Service Listener Discovery Service wildcards eclipse	Bug org eclipse ecf internal discovery DiscoveryServiceListener register IServiceTyped listener type wildcards Discovery Service Listener IService Typed
464701	Zoodiscovery disconnect connection remote case Send client connect server Timeout	Bug Discovery Zookeeper Auto reconnect issue
471541	remote JVM problem tests failing test find unit forums stack	Bug ClassCastException JUnit integration tests Class Cast Exception
485482	ecf replace empty OSGi code distribution remove org obsolete Discovery	Bug remove code org eclipse ecf provider discovery
